ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/83/10,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/83/11,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/83/12-13,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,12-13,2,Тип аэрозоля,см. кодовую таблицу 4.233,,4.233,,Operational,PDF
grib2/4/83/14,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,14,1,Источник или поглотитель,см. кодовую таблицу 4.238,,4.238,,Operational,PDF
grib2/4/83/15,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,15,1,Тип интервала для первого и второго размеров,см. кодовую таблицу 4.91,,4.91,,Operational,PDF
grib2/4/83/16,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,16,1,Масштабный коэффициент первого размера,,,,,Operational,PDF
grib2/4/83/17-20,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,17-20,4,Масштабированная величина первого размера в метрах,,,,,Operational,PDF
grib2/4/83/21,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,21,1,Масштабный коэффициент второго размера,,,,,Operational,PDF
grib2/4/83/22-25,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,22-25,4,Масштабированная величина второго размера в метрах,,,,,Operational,PDF
grib2/4/83/26,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,26,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/83/27,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,27,1,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/83/28-29,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,28-29,2,Часы отсечения данных после времени начала отсчета,см. примечание 1,33,,,Operational,PDF
grib2/4/83/30,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,30,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/83/31,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,31,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/83/32-35,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,32-35,4,"Период действия прогноза в единицах, определенных в октете 31",,111,,,Operational,PDF
grib2/4/83/36,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,36,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/83/37,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,37,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/83/38-41,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,38-41,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/83/42,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,42,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/83/43,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,43,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/83/44-47,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,44-47,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/83/48,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,48,1,Тип ансамблевого прогноза,см. кодовую таблицу 4.6,,4.6,,Operational,PDF
grib2/4/83/49,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,49,1,Количество возмущений,,,,,Operational,PDF
grib2/4/83/50,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,50,1,Количество прогнозов в ансамбле,,,,,Operational,PDF
grib2/4/83/51-52,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,51-52,2,Год окончания всего временного интервала,,,,,Operational,PDF
grib2/4/83/53,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,53,1,Месяц окончания всего временного интервала,,,,,Operational,PDF
grib2/4/83/54,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,54,1,День окончания всего временного интервала,,,,,Operational,PDF
grib2/4/83/55,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,55,1,Час окончания всего временного интервала,,,,,Operational,PDF
grib2/4/83/56,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,56,1,Минута окончания всего временного интервала,,,,,Operational,PDF
grib2/4/83/57,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,57,1,Секунда окончания всего временного интервала,,,,,Operational,PDF
grib2/4/83/58,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,58,1,"n — количество спецификаций временного диапазона, описывающих временные интервалы",,,,,Operational,PDF
grib2/4/83/59-62,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,59-62,4,"Общее количество значений данных, отсутствующих в статистическом процессе",,,,,Operational,PDF
grib2/4/83//1,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,,"Спецификация наиболее удаленного (или единственного) временного диапазона, за который проводится статистическая обработка",,,,,Operational,PDF
