ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/12/10,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/12/11,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/12/12,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,12,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/12/13,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,13,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/12/14,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,14,1,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/12/15-16,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,15-16,2,Часы отсечения данных после времени начала отсчета,см. примечание 1,33,1,,Operational,PDF
grib2/4/12/17,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,17,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/12/18,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,18,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/12/19-22,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,19-22,4,Период действия прогноза в единицах,определенных в октете 18,111,,2,Operational,PDF
grib2/4/12/23,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,23,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/12/24,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,24,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/12/25-28,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,25-28,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/12/29,Образец определения продукции 4.12 — вычисленные прогнозы на основе всех членов,29,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
