ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/13/10,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/13/11,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/13/12,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",12,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/13/13,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",13,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/13/14,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",14,1,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/13/15-16,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",15-16,2,Часы отсечения данных после времени начала отсчета,см. примечание 1,33,,,Operational,PDF
grib2/4/13/17,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",17,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/13/18,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",18,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/13/19-22,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",19-22,4,Период действия прогноза в единицах,определенных в октете 18,111,,,Operational,PDF
grib2/4/13/23,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",23,1,Тип первой фиксированной поверхности (продолж.) (Образец определения продукции 4.13 — продолж.),см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/13/24,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",24,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/13/25-28,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",25-28,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/13/29,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",29,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/13/30,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",30,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/13/31-34,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",31-34,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/13/35,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",35,1,Вычисленный прогноз,см. кодовую таблицу 4.7,,4.7,,Operational,PDF
grib2/4/13/36,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",36,1,Количество прогнозов в ансамбле (N),,,,,Operational,PDF
grib2/4/13/37,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",37,1,Указатель кластера,,,,,Operational,PDF
grib2/4/13/38,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",38,1,Номер кластера,к которому относится контроль высокого разрешения,,,,Operational,PDF
grib2/4/13/39,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",39,1,Номер кластера,к которому относится контроль низкого разрешения,,,,Operational,PDF
grib2/4/13/40,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",40,1,Общее количество кластеров,,,,,Operational,PDF
grib2/4/13/41,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",41,1,Метод формирования кластеров,см. кодовую таблицу 4.8,,4.8,,Operational,PDF
grib2/4/13/42-45,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",42-45,4,Северная широта области кластера,,,,,Operational,PDF
grib2/4/13/46-49,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",46-49,4,Южная широта области кластера,,,,,Operational,PDF
grib2/4/13/50-53,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",50-53,4,Восточная долгота области кластера,,,,,Operational,PDF
grib2/4/13/54-57,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",54-57,4,Западная долгота области кластера,,,,,Operational,PDF
grib2/4/13/58,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",58,1,N — количество прогнозов в кластере C,,,,,Operational,PDF
grib2/4/13/59,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",59,1,Масштабный коэффициент стандартного отклонения в кластере,,,,,Operational,PDF
grib2/4/13/60-63,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",60-63,4,Масштабированная величина стандартного отклонения в кластере,,,,,Operational,PDF
grib2/4/13/64,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",64,1,Масштабный коэффициент отклонения кластера от среднего значения ансамбля,,,,,Operational,PDF
grib2/4/13/65-68,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",65-68,4,Масштабированная величина отклонения кластера от среднего значения ансамбля,,,,,Operational,PDF
grib2/4/13/69-70,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",69-70,2,Год окончания всего временного интервала,,,,,Operational,PDF
grib2/4/13/71,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",71,1,Месяц окончания всего временного интервала,,,,,Operational,PDF
grib2/4/13/72,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",72,1,День окончания всего временного интервала,,,,,Operational,PDF
grib2/4/13/73,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",73,1,Час окончания всего временного интервала,,,,,Operational,PDF
grib2/4/13/74,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",74,1,Минута окончания всего временного интервала,,,,,Operational,PDF
grib2/4/13/75,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",75,1,Секунда окончания всего временного интервала,,,,,Operational,PDF
grib2/4/13/76,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",76,1,n — количество спецификаций временного диапазона,описывающих временные интервалы,,,,Operational,PDF
grib2/4/13/77-80,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",77-80,4,Общее количество значений данных,отсутствующих в статистическом процессе,,,,Operational,PDF
grib2/4/13//1,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",,,Спецификация наиболее удаленного (или единственного) временного диапазона,за который проводится статистическая обработка,,,,Operational,PDF
grib2/4/13/81,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",81,1,Статистический процесс,используемый для расчета обработанного поля на основе поля за каждый инкремент времени в течение временного диапазона (см. кодовую таблицу 4.10),,4.10,,Operational,PDF
grib2/4/13/82,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",82,1,Тип инкремента времени между последовательными полями,используемыми в статистической обработке (см. кодовую таблицу 4.11),,4.11,,Operational,PDF
grib2/4/13/83,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",83,1,Указатель единицы времени для временного диапазона,за который проводится статистическая обработка (см. кодовую таблицу 4.4),,4.4,,Operational,PDF
grib2/4/13/84-87,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",84-87,4,Продолжительность временного диапазона,за который проводится статистическая обработка,,,,Operational,PDF
grib2/4/13/88,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",88,1,Указатель единицы времени для инкремента между используемыми последовательными полями (см. кодовую таблицу 4.4),,,4.4,,Operational,PDF
grib2/4/13/89-92,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",89-92,4,Инкремент времени между последовательными полями в единицах,определенных в предыдущем октете (см. примечания 3 и 4),"7,109",,,Operational,PDF
grib2/4/13//2,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",,,Эти октеты включаются только,если n > 1,,,,Operational,PDF
grib2/4/13/93-104,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",93-104,12,Как в октетах 81—92,следующий наиболее удаленный шаг обработки (продолж.) (Образец определения продукции 4.13 — продолж.),,,,Operational,PDF
grib2/4/13/105-nn,"Образец определения продукции 4.13 — вычисленные прогнозы, основанные на кластере",105-nn,,Дополнительные спецификации временного диапазона,включенные в соответствии с величиной n. Содержание как в октетах 81–92,,,,Operational,PDF
