ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/32/10,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,10,,Категория параметра,см. кодовую таблицу 4.1,,4.1,,operational,Original
grib2/4/32/11,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,11,,Номер параметра,см. кодовую таблицу 4.2,,4.2,,operational,Original
grib2/4/32/12,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,12,,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,operational,Original
grib2/4/32/13,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,13,,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,operational,Original
grib2/4/32/14,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,14,,Указатель процесса проведения анализа или подготовки прогноза,,,,,operational,Original
grib2/4/32/15-16,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,15–16,,Часы отсечения данных наблюдений после времени начала отсчета,см. примечание 2,,2,,operational,Original
grib2/4/32/17,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,17,,Минуты отсечения данных наблюдений после времени начала отсчета,,,,,operational,Original
grib2/4/32/18,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,18,,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,operational,Original
grib2/4/32/19-22,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,19–22,,Период действия прогноза в единицах, определенных в октете 18,,,,,Original
grib2/4/32/23,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,23,,Количество участвующих спектральных полос (NB),,,,,operational,Original
grib2/4/32/24-,Образец определения продукции 4.32 — анализ или прогноз по горизонтальному уровню,24–,,Повторить следующие 11 октетов для каждой участвующей спектральной полосы (nb = 1, NB) (24+11(nb–1))–(25+11(nb–1)) С путниковая серия полосы nb (кодовая таблица определяется центром — поставщиком/производителем продукции) (26+11(nb–1))–(27+11(nb–1)) С путниковый номер полосы nb (кодовая таблица определяется центром — поставщиком/производителем продукции) (28+11(nb–1))–(29+11(nb–1)) Т ипы приборов полосы nb (кодовая таблица определяется центром — поставщиком/производителем продукции) (30 +11(nb–1)) М асштабный коэффициент центрального волнового числа полосы nb (31+11(nb–1))–(34+11(nb–1)) М асштабированная величина центрального волнового числа полосы nb (единицы измерения: м-1),,,,,Original
