ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/4/10,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/4/11,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/4/12,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",12,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/4/13,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",13,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/4/14,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",14,1,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/4/15-16,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",15-16,2,Часы отсечения данных после времени начала отсчета (см. примечание),,33,,,Operational,PDF
grib2/4/4/17,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",17,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/4/18,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",18,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/4/19-22,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",19-22,4,"Период действия прогноза в единицах, определенных в октете 18",,,,,Operational,PDF
grib2/4/4/23,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",23,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/4/24,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",24,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/4/25-28,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",25-28,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/4/29,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",29,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/4/30,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",30,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/4/31-34,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",31-34,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/4/35,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",35,1,Вычисленный прогноз,см. кодовую таблицу 4.7,,4.7,,Operational,PDF
grib2/4/4/36,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",36,1,Количество прогнозов в ансамбле (N),,,,,Operational,PDF
grib2/4/4/37,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",37,1,Указатель кластера,,,,,Operational,PDF
grib2/4/4/38,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",38,1,"Номер кластера, к которому принадлежит контроль высокого разрешения",,,,,Operational,PDF
grib2/4/4/39,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",39,1,"Номер кластера, к которому принадлежит контроль низкого разрешения",,,,,Operational,PDF
grib2/4/4/40,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",40,1,Общее количество кластеров,,,,,Operational,PDF
grib2/4/4/41,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",41,1,Метод формирования кластеров,см. кодовую таблицу 4.8,,4.8,,Operational,PDF
grib2/4/4/42-45,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",42-45,4,Широта центральной точки в области кластера,,,,,Operational,PDF
grib2/4/4/46-49,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",46-49,4,Долгота центральной точки в области кластера,,,,,Operational,PDF
grib2/4/4/50-53,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",50-53,4,Радиус области кластера,,,,,Operational,PDF
grib2/4/4/54,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",54,1,Количество прогнозов в кластере — N c,,,,,Operational,PDF
grib2/4/4/55,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",55,1,Масштабный коэффициент стандартного отклонения в кластере,,,,,Operational,PDF
grib2/4/4/56-59,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",56-59,4,Масштабированная величина стандартного отклонения в кластере,,,,,Operational,PDF
grib2/4/4/60,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",60,1,Масштабный коэффициент отклонения кластера от средней по ансамблю,,,,,Operational,PDF
grib2/4/4/61-64,"Образец определения продукции 4.4 — вычисленные прогнозы, основанные на кластере",61-64,4,"Масштабированная величина отклонения кластера от средней по ансамблю 65–(64+N) Список из N номеров ансамблевых прогнозов (N приводится в октете 54) c c c Примечание. Часы, превышающие 65534",,,,,Operational,PDF
