ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/71/10,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/71/11,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/71/12-13,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",12-13,2,Указатель процесса ввода данных,см. примечание 1,82,,,Operational,PDF
grib2/4/71/14-15,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",14-15,2,Центр — поставщик входных данных (см. общую кодовую таблицу C-11 и примечание 2),,81,CCT-11,,Operational,PDF
grib2/4/71/16,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",16,1,Тип постпроцессинга,см. примечание 3,126,,,Operational,PDF
grib2/4/71/17,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",17,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/71/18,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",18,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/71/19,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",19,1,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/71/20-21,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",20-21,2,Часы отсечения данных после времени начала отсчета,см. примечание 4,33,,,Operational,PDF
grib2/4/71/22,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",22,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/71/23,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",23,1,Указатель единицы временно́го диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/71/24-27,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",24-27,4,"Период действия прогноза в единицах, определенных в октете 23",,,,,Operational,PDF
grib2/4/71/28,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",28,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/71/29,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",29,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/71/30-33,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",30-33,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/71/34,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",34,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/71/35,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",35,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/71/36-39,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",36-39,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/71/40,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",40,1,Тип ансамблевого прогноза,см. кодовую таблицу 4.6,,4.6,,Operational,PDF
grib2/4/71/41,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",41,1,Номер возмущения,,,,,Operational,PDF
grib2/4/71/42,"Образец определения продукции 4.71 — индивидуальный ансамблевый прогноз, проконтро-",42,1,Количество прогнозов в ансамбле,,,,,Operational,PDF
