ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/70/10,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/70/11,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/70/12-13,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,12-13,2,Указатель процесса ввода данных,см. примечание 1,82,1,,Operational,PDF
grib2/4/70/14-15,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,14-15,2,Центр — поставщик входных данных (см. общую кодовую таблицу C-11 и примечание 2),,81,,,Operational,PDF
grib2/4/70/16,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,16,1,Тип постпроцессинга,см. примечание 3,126,3,,Operational,PDF
grib2/4/70/17,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,17,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/70/18,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,18,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/70/19,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,19,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/70/20-21,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,20-21,2,Часы отсечения данных наблюдений после времени начала отсчета,см. примечание 4,33,4,,Operational,PDF
grib2/4/70/22,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,22,1,Минуты отсечения данных наблюдений после времени начала отсчета,,,,,Operational,PDF
grib2/4/70/23,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,23,1,Указатель единицы временно́го диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/70/24-27,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,24-27,4,Период действия прогноза в единицах,определенных в октете 23,,,,Operational,PDF
grib2/4/70/28,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,28,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/70/29,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,29,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/70/30-33,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,30-33,4,Масштабированная величина первой фиксированной поверхности (продолж.) (Образец определения продукции 4.70 — продолж.),,,,,Operational,PDF
grib2/4/70/34,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,34,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/70/35,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,35,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/70/36-39,Образец определения продукции 4.70 — анализ или прогноз по горизонтальному уровню или,36-39,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
