ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/110/15,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,15,1,Форма Земли,см. кодовую таблицу 3.2,,3.2,,Operational,PDF
grib2/3/110/16,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,16,1,Масштабный коэффициент радиуса сферической Земли,,,,,Operational,PDF
grib2/3/110/17-20,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,17-20,4,Масштабированная величина радиуса сферической Земли (продолж.) (Образец определения сетки 3.110 — продолж.),,,,,Operational,PDF
grib2/3/110/21,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,21,1,Масштабный коэффициент большой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/110/22-25,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,22-25,4,Масштабированная величина большой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/110/26,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,26,1,Масштабный коэффициент малой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/110/27-30,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,27-30,4,Масштабированная величина малой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/110/31-34,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,31-34,4,Nx — количество узлов вдоль оси x,,,,,Operational,PDF
grib2/3/110/35-38,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,35-38,4,Ny — количество узлов вдоль оси y,,,,,Operational,PDF
grib2/3/110/39-42,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,39-42,4,La1 — широта точки касания (центр сетки),,,,,Operational,PDF
grib2/3/110/43-46,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,43-46,4,Lo1 — долгота точки касания,,,,,Operational,PDF
grib2/3/110/47,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,47,1,Флаги разрешения и компонентов,см. таблицу флагов 3.3,,3.3,,Operational,PDF
grib2/3/110/48-51,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,48-51,4,Dx — шаг сетки в направлении x в единицах 10-3 м,измеренный в точке оси,,,,Operational,PDF
grib2/3/110/52-55,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,52-55,4,Dy — шаг сетки в направлении y в единицах 10-3 м,измеренный в точке оси,,,,Operational,PDF
grib2/3/110/56,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,56,1,Центр проекции,,,,,Operational,PDF
grib2/3/110/57,Образец определения сетки 3.110 — экваториальная азимутальная равноудаленная,57,1,Режим сканирования,выраженную в метрах.; Примечание. Масштабированная величина радиуса сферической Земли либо большой или малой оси сплюснутого сфероида Земли рассчитывается посредством умножения соответствующего масштабного коэффициента на величину,,,3.4,Operational,PDF
