ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/6/10,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,10,,Категория параметра,см. кодовую таблицу 4.1,,4.1,,operational,PDF
grib2/4/6/11,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,11,,Номер параметра,см. кодовую таблицу 4.2,,4.2,,operational,PDF
grib2/4/6/12,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,12,,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,operational,PDF
grib2/4/6/13,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,13,,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,operational,PDF
grib2/4/6/14,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,14,,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,operational,PDF
grib2/4/6/15-16,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,15–16,,Часы отсечения данных после времени начала отсчета (см. примечание),,,,,operational,PDF
grib2/4/6/17,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,17,,Минуты отсечения данных после времени начала отсчета,,,,,operational,PDF
grib2/4/6/18,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,18,,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,operational,PDF
grib2/4/6/19-22,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,19–22,,Период действия прогноза в единицах, определенных в октете 18,,,,,PDF
grib2/4/6/23,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,23,,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,operational,PDF
grib2/4/6/24,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,24,,Масштабный коэффициент первой фиксированной поверхности,,,,,operational,PDF
grib2/4/6/25-28,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,25–28,,Масштабированная величина первой фиксированной поверхности,,,,,operational,PDF
grib2/4/6/29,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,29,,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,operational,PDF
grib2/4/6/30,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,30,,Масштабный коэффициент второй фиксированной поверхности,,,,,operational,PDF
grib2/4/6/31-34,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,31–34,,Масштабированная величина второй фиксированной поверхности,,,,,operational,PDF
grib2/4/6/35,Образец определения продукции 4.6 — прогнозы процентилей по горизонтальному уровню,35,,Величина процентиля (от 100 % до 0 %) Примечание. Часы, превышающие 65534, будут кодироваться как 65534.,,,,PDF
