ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/81/10,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/81/11,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/81/12-13,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",12-13,2,Тип аэрозоля (см. общую кодовую таблицу C–14),,,CCT-14,,Operational,PDF
grib2/4/81/14,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",14,1,Источник или поглотитель,см. кодовую таблицу 4.238,,4.238,,Operational,PDF
grib2/4/81/15,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",15,1,Тип интервала для первого и второго размеров,см. кодовую таблицу 4.91,,4.91,,Operational,PDF
grib2/4/81/16,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",16,1,Масштабный коэффициент первого размера,,,,,Operational,PDF
grib2/4/81/17-20,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",17-20,4,Масштабированная величина первого размера в метрах,,,,,Operational,PDF
grib2/4/81/21,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",21,1,Масштабный коэффициент второго размера (продолж.) (Образец определения продукции 4.81 — продолж.),,,,,Operational,PDF
grib2/4/81/22-25,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",22-25,4,Масштабированная величина второго размера в метрах,,,,,Operational,PDF
grib2/4/81/26,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",26,1,Тип интервала для первой и второй длин волн,см. кодовую таблицу 4.91,,4.91,,Operational,PDF
grib2/4/81/27,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",27,1,Масштабный коэффициент первой длины волны,,,,,Operational,PDF
grib2/4/81/28-31,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",28-31,4,Масштабированная величина первой длины волны в метрах,,,,,Operational,PDF
grib2/4/81/32,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",32,1,Масштабный коэффициент второй длины волны,,,,,Operational,PDF
grib2/4/81/33-36,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",33-36,4,Масштабированная величина второй длины волны в метрах,,,,,Operational,PDF
grib2/4/81/37,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",37,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/81/38,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",38,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/81/39,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",39,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/81/40-41,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",40-41,2,Часы отсечения данных после времени начала отсчета (см. примечание),,33,,,Operational,PDF
grib2/4/81/42,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",42,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/81/43,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",43,1,Указатель единицы временно́го диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/81/44-47,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",44-47,4,Период действия прогноза в единицах,определенных в октете 42,,,,Operational,PDF
grib2/4/81/48,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",48,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/81/49,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",49,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/81/50-53,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",50-53,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/81/54,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",54,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/81/55,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",55,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/81/56-59,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",56-59,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/81/60,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",60,1,Тип ансамблевого прогноза,см. кодовую таблицу 4.6,,4.6,,Operational,PDF
grib2/4/81/61,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",61,1,Количество возмущений,,,,,Operational,PDF
grib2/4/81/62,"Образец определения продукции 4.81 — индивидуальный ансамблевый прогноз, контроль-",62,1,Количество прогнозов в ансамбле Примечание: часы,превышающие 65534,,,,Operational,PDF
