ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/5/10,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/5/11,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/5/12,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,12,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/5/13,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,13,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/5/14,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,14,1,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/5/15-16,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,15-16,2,Часы отсечения данных после времени начала отсчета (см. примечание),,33,,,Operational,PDF
grib2/4/5/17,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,17,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/5/18,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,18,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/5/19-22,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,19-22,4,Период действия прогноза в единицах,определенных в октете 18,,,,Operational,PDF
grib2/4/5/23,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,23,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/5/24,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,24,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/5/25-28,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,25-28,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/5/29,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,29,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/5/30,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,30,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/5/31-34,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,31-34,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/5/35,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,35,1,Номер вероятностного прогноза,,,,,Operational,PDF
grib2/4/5/36,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,36,1,Общее количество вероятностных прогнозов,,,,,Operational,PDF
grib2/4/5/37,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,37,1,Тип вероятности,см. кодовую таблицу 4.9,,4.9,,Operational,PDF
grib2/4/5/38,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,38,1,Масштабный коэффициент нижнего предела,,,,,Operational,PDF
grib2/4/5/39-42,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,39-42,4,Масштабированная величина нижнего предела,,,,,Operational,PDF
grib2/4/5/43,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,43,1,Масштабный коэффициент верхнего предела,,,,,Operational,PDF
grib2/4/5/44-47,Образец определения продукции 4.5 — вероятностные прогнозы по горизонтальному,44-47,4,Масштабированная величина верхнего предела,превышающие 65534; Примечание. Часы,,,,Operational,PDF
