ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/1200/15-18,Образец определения сетки 3.1200 — сетка для представления временного разреза,15–18,,NT — Количество временных шагов,,,,,operational,Original
grib2/3/1200/19,Образец определения сетки 3.1200 — сетка для представления временного разреза,19,,Единица измерения для отклонения от времени начала отсчета,см. кодовую таблицу 4.4,,4.4,,operational,Original
grib2/3/1200/20-23,Образец определения сетки 3.1200 — сетка для представления временного разреза,20–23,,Отклонение первого отсчета времени от начала отсчета (отрицательное значение, когда первый бит установлен на 1),,,,,Original
grib2/3/1200/24,Образец определения сетки 3.1200 — сетка для представления временного разреза,24,,Тип инкремента времени,см. кодовую таблицу 4.11,,4.11,,operational,Original
grib2/3/1200/25,Образец определения сетки 3.1200 — сетка для представления временного разреза,25,,Единица измерения инкремента времени,см. кодовую таблицу 4.4,,4.4,,operational,Original
grib2/3/1200/26-29,Образец определения сетки 3.1200 — сетка для представления временного разреза,26–29,,Инкремент времени (отрицательное значение, когда первый бит установлен на 1),,,,,Original
grib2/3/1200/30-36,Образец определения сетки 3.1200 — сетка для представления временного разреза,30–36,,Последние дата/время,,,,,operational,Original
grib2/3/1200/30-31,Образец определения сетки 3.1200 — сетка для представления временного разреза,30–31,,Год,,,,,operational,Original
grib2/3/1200/32,Образец определения сетки 3.1200 — сетка для представления временного разреза,32,,Месяц,,,,,operational,Original
grib2/3/1200/33,Образец определения сетки 3.1200 — сетка для представления временного разреза,33,,День,,,,,operational,Original
grib2/3/1200/34,Образец определения сетки 3.1200 — сетка для представления временного разреза,34,,Час,,,,,operational,Original
grib2/3/1200/35,Образец определения сетки 3.1200 — сетка для представления временного разреза,35,,Минута,,,,,operational,Original
grib2/3/1200/36,Образец определения сетки 3.1200 — сетка для представления временного разреза,36,,Секунда,,,,,operational,Original
grib2/3/1200/37-38,Образец определения сетки 3.1200 — сетка для представления временного разреза,37–38,,Количество вертикальных узлов,,,,,operational,Original
grib2/3/1200/39,Образец определения сетки 3.1200 — сетка для представления временного разреза,39,,Физическое значение вертикальной координаты,см. кодовую таблицу 3.15,,3.15,,operational,Original
grib2/3/1200/40,Образец определения сетки 3.1200 — сетка для представления временного разреза,40,,Определение значений вертикального размера координаты,см. кодовую таблицу 3.21,,3.21,,operational,Original
grib2/3/1200/41-42,Образец определения сетки 3.1200 — сетка для представления временного разреза,41–42,,NС — количество коэффициентов или величин, используемых для описания вертикаль- ных координат 43–(42+NC×4) Коэффициенты для определения значений вертикального размера координаты в функциональной форме или точные величины координат (величины представлены в 32-битовом стандарте IEEE с плавающей запятой) ОПРЕДЕЛЕНИЯ ОБРАЗЦОВ, ИСПОЛЬЗУЕМЫХ В РАЗДЕЛЕ 4,,,,Original
