ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/56/10,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Deprecated,PDF
grib2/4/56/11,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Deprecated,PDF
grib2/4/56/12,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",12,1,Классификация тайлов,см. кодовую таблицу 4.242,,4.242,,Deprecated,PDF
grib2/4/56/13,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",13,1,Общее количество (NT) пар тайл-атрибут (см. примечания 1 и 2),,"20,58",,,Deprecated,PDF
grib2/4/56/14,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",14,1,Количество использованных пространственных тайлов (NUT) (см. примечания 1 и 2),,"20,58",,,Deprecated,PDF
grib2/4/56/15,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",15,1,"Индекс тайла (ITN = {1, …",,58,,,Deprecated,PDF
grib2/4/56/16,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",16,1,Количество использованных атрибутов тайла (NAT) для индекса тайла ITN,см. примечание 1,58,,,Deprecated,PDF
grib2/4/56/17,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",17,1,"Атрибут тайла (см. кодовую таблицу 4.241)) (A = {A(1), …",,58,4.241,,Deprecated,PDF
grib2/4/56/18,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",18,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Deprecated,PDF
grib2/4/56/19,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",19,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Deprecated,PDF
grib2/4/56/20,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",20,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Deprecated,PDF
grib2/4/56/21-22,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",21-22,2,Часы отсечения данных наблюдений после времени начала отсчета,см. примечание 3,33,,,Deprecated,PDF
grib2/4/56/23,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",23,1,Минуты отсечения данных наблюдений после времени начала отсчета,,,,,Deprecated,PDF
grib2/4/56/24,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",24,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Deprecated,PDF
grib2/4/56/25-28,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",25-28,4,"Период действия прогноза в единицах, определенных в октете 24",,,,,Deprecated,PDF
grib2/4/56/29,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",29,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Deprecated,PDF
grib2/4/56/30,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",30,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Deprecated,PDF
grib2/4/56/31-34,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",31-34,4,Масштабированная величина первой фиксированной поверхности,,,,,Deprecated,PDF
grib2/4/56/35,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",35,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Deprecated,PDF
grib2/4/56/36,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",36,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Deprecated,PDF
grib2/4/56/37-40,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",37-40,4,Масштабированная величина второй фиксированной поверхности,,,,,Deprecated,PDF
grib2/4/56/41,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",41,1,Номер возмущения,,,,,Deprecated,PDF
grib2/4/56/42,"Образец определения продукции 4.56 — индивидуальный ансамблевый прогноз, проконтро-",42,1,Количество прогнозов в ансамбле,,,,,Deprecated,PDF
