ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/49/10,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/49/11,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/49/12-13,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",12-13,2,Тип аэрозоля (см. общую кодовую таблицу C-14),,,CCT-14,,Operational,PDF
grib2/4/49/14,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",14,1,Тип интервала для первого и второго размеров,см. кодовую таблицу 4.91,,4.91,,Operational,PDF
grib2/4/49/15,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",15,1,Масштабный коэффициент первого размера,,,,,Operational,PDF
grib2/4/49/16-19,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",16-19,4,Масштабированная величина первого размера в метрах,,,,,Operational,PDF
grib2/4/49/20,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",20,1,Масштабный коэффициент второго размера,,,,,Operational,PDF
grib2/4/49/21-24,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",21-24,4,Масштабированная величина второго размера в метрах,,,,,Operational,PDF
grib2/4/49/25,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",25,1,Тип интервала для первой и второй длин волн,см. кодовую таблицу 4.91,,4.91,,Operational,PDF
grib2/4/49/26,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",26,1,Масштабный коэффициент первой длины волны,,,,,Operational,PDF
grib2/4/49/27-30,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",27-30,4,Масштабированная величина первой длины волны в метрах,,,,,Operational,PDF
grib2/4/49/31,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",31,1,Масштабный коэффициент второй длины волны,,,,,Operational,PDF
grib2/4/49/32-35,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",32-35,4,Масштабированная величина второй длины волны в метрах,,,,,Operational,PDF
grib2/4/49/36,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",36,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/49/37,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",37,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/49/38,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",38,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/49/39-40,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",39-40,2,Часы отсечения данных наблюдений после времени начала отсчета (см. примечание),,33,,,Operational,PDF
grib2/4/49/41,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",41,1,Минуты отсечения данных наблюдений после времени начала отсчета,,,,,Operational,PDF
grib2/4/49/42,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",42,1,Указатель единицы временно́го диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/49/43-46,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",43-46,4,"Период действия прогноза в единицах, определенных в октете 42",,,,,Operational,PDF
grib2/4/49/47,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",47,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/49/48,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",48,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/49/49-52,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",49-52,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/49/53,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",53,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/49/54,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",54,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/49/55-58,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",55-58,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/49/59,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",59,1,Тип ансамблевого прогноза,см. кодовую таблицу 4.6,,4.6,,Operational,PDF
grib2/4/49/60,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",60,1,Номер возмущения,,,,,Operational,PDF
grib2/4/49/61,"Образец определения продукции 4.49 — индивидуальный ансамблевый прогноз, проконтро-",61,1,"Количество прогнозов в ансамбле Примечание. Часы, превышающие 65534",,,,,Operational,PDF
