ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/61/15,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,15,1,Вид спектрального представления данных,см. кодовую таблицу 3.6,,3.6,,Operational,PDF
grib2/3/61/16-19,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,16-19,4,N — параметр разрешения двумерного Фурье,,,,,Operational,PDF
grib2/3/61/20-23,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,20-23,4,M — параметр разрешения двумерного Фурье,,,,,Operational,PDF
grib2/3/61/24,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,24,1,Вид усечения двумерного Фурье,см. кодовую таблицу 3.25,,3.25,,Operational,PDF
grib2/3/61/25-32,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,25-32,8,Lx — размер области в метрах по оси х,,,,,Operational,PDF
grib2/3/61/33-40,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,33-40,8,Lux — размер подобласти модельного прогноза в метрах по оси х,,,,,Operational,PDF
grib2/3/61/41-48,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,41-48,8,Lcx — ширина области сопряжения области прогноза в метрах по оси х,,,,,Operational,PDF
grib2/3/61/49-56,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,49-56,8,Ly — размер области в метрах по оси y,,,,,Operational,PDF
grib2/3/61/57-64,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,57-64,8,Luy — размер подобласти модельного прогноза в метрах по оси y,,,,,Operational,PDF
grib2/3/61/65-72,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,65-72,8,Lcy — ширина области сопряжения области прогноза в метрах по оси y,,,,,Operational,PDF
grib2/3/61/73,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,73,1,Форма Земли,см. кодовую таблицу 3.2,,3.2,,Operational,PDF
grib2/3/61/74,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,74,1,Масштабный коэффициент радиуса сферической Земли,,,,,Operational,PDF
grib2/3/61/75-78,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,75-78,4,Масштабированная величина радиуса сферической Земли (продолж.) (Образец определения сетки 3.61— продолж.),,,,,Operational,PDF
grib2/3/61/79,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,79,1,Масштабный коэффициент большой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/61/80-83,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,80-83,4,Масштабированная величина большой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/61/84,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,84,1,Масштабный коэффициент малой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/61/85-88,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,85-88,4,Масштабированная величина малой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/61/89-92,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,89-92,4,La1 — широта первого узла сетки,,,,,Operational,PDF
grib2/3/61/93-96,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,93-96,4,Lo1 — долгота первого узла сетки,,,,,Operational,PDF
grib2/3/61/97-100,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,97-100,4,LaD — широта(ы),на которой проекция Меркатора пересекается с Землей (широта(ы),,,,Operational,PDF
grib2/3/61/101-104,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,101-104,4,La2 — широта последнего узла сетки,,,,,Operational,PDF
grib2/3/61/105-108,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,105-108,4,Lo2 — долгота последнего узла сетки,,,,,Operational,PDF
grib2/3/61/109-112,Образец определения сетки 3.61 — спектральная модель в проекции Меркатора сопреде,109-112,4,Ориентация сетки,угол между направлением i на карте и экватором (см. примечание) Примечание: ограничен диапазоном 0—90 градусов.,,,,Operational,PDF
