ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/73/10,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/73/11,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/73/12-13,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",12-13,2,Указатель процесса ввода данных,см. примечание 1,82,,,Operational,PDF
grib2/4/73/14-15,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",14-15,2,Центр — поставщик входных данных (см. общую кодовую таблицу C-11 и примечание 2),,81,CCT-11,,Operational,PDF
grib2/4/73/16,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",16,1,Тип постпроцессинга,см. примечание 3,126,,,Operational,PDF
grib2/4/73/17,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",17,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/73/18,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",18,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/73/19,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",19,1,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/73/20-21,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",20-21,2,Часы отсечения данных после времени начала отсчета,см. примечание 4,33,,,Operational,PDF
grib2/4/73/22,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",22,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/73/23,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",23,1,Указатель единицы временно́го диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/73/24-27,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",24-27,4,Период действия прогноза в единицах,определенных в октете 23,111,,,Operational,PDF
grib2/4/73/28,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",28,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/73/29,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",29,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/73/30-33,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",30-33,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/73/34,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",34,1,Тип второй фиксированной поверхности (продолж.) (Образец определения продукции 4.73 — продолж.),см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/73/35,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",35,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/73/36-39,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",36-39,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/73/40,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",40,1,Тип ансамблевого прогноза,см. кодовую таблицу 4.6,,4.6,,Operational,PDF
grib2/4/73/41,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",41,1,Номер возмущения,,,,,Operational,PDF
grib2/4/73/42,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",42,1,Количество прогнозов в ансамбле,,,,,Operational,PDF
grib2/4/73/43-44,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",43-44,2,Год,,,,,Operational,PDF
grib2/4/73/45,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",45,1,Месяц,,,,,Operational,PDF
grib2/4/73/46,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",46,1,День окончание всего временного интервала,,,,,Operational,PDF
grib2/4/73/47,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",47,1,Час,,,,,Operational,PDF
grib2/4/73/48,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",48,1,Минута,,,,,Operational,PDF
grib2/4/73/49,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",49,1,Секунда,,,,,Operational,PDF
grib2/4/73/50,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",50,1,n — количество спецификаций временно́го диапазона,описывающих временны́е интервалы,,,,Operational,PDF
grib2/4/73/51-54,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",51-54,4,Общее количество значений данных,отсутствующих в статистическом процессе,,,,Operational,PDF
grib2/4/73//1,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",,,Спецификация наиболее удаленного (или единственного) временно́го диапазона,за который проводится статистическая обработка,,,,Operational,PDF
grib2/4/73/55,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",55,1,Статистический процесс,используемый для расчета обработанного поля на основе поля за каждый инкремент времени в течение временно́го диапазона (см. кодовую таблицу 4.10),,4.10,,Operational,PDF
grib2/4/73/56,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",56,1,Тип инкремента времени между последовательными полями,используемыми в статистической обработке (см. кодовую таблицу 4.11),,4.11,,Operational,PDF
grib2/4/73/57,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",57,1,Указатель единицы времени для временно́го диапазона,за который проводится статистическая обработка (см. кодовую таблицу 4.4),,4.4,,Operational,PDF
grib2/4/73/58-61,"Образец определения продукции 4.73 — индивидуальный ансамблевый прогноз, проконтро-",58-61,4,Продолжительность временно́го диапазона,за который проводится статистическая обработка,,,,Operational,PDF
