ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/82/10,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/82/11,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/82/12-13,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",12-13,2,Тип аэрозоля,см. кодовую таблицу 4.233,,4.233,,Operational,PDF
grib2/4/82/14,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",14,1,Источник или поглотитель,см. кодовую таблицу 4.238,,2.238,,Operational,PDF
grib2/4/82/15,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",15,1,Тип интервала для первого и второго размеров,см. кодовую таблицу 4.91,,4.91,,Operational,PDF
grib2/4/82/16,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",16,1,Масштабный коэффициент первого размера,,,,,Operational,PDF
grib2/4/82/17-20,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",17-20,4,Масштабированная величина первого размера в метрах,,,,,Operational,PDF
grib2/4/82/21,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",21,1,Масштабный коэффициент второго размера,,,,,Operational,PDF
grib2/4/82/22-25,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",22-25,4,Масштабированная величина второго размера в метрах,,,,,Operational,PDF
grib2/4/82/26,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",26,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/82/27,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",27,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/82/28,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",28,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/82/29-30,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",29-30,2,Часы отсечения данных после времени начала отсчета,см. примечание 1,33,,,Operational,PDF
grib2/4/82/31,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",31,1,Минуты отсечения данных после времени начала отсчета (продолж.) (Образец определения продукции 4.82 — продолж.),,,,,Operational,PDF
grib2/4/82/32,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",32,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/82/33-36,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",33-36,4,Период действия прогноза в единицах,определенных в октете 31,111,,,Operational,PDF
grib2/4/82/37,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",37,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/82/38,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",38,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/82/39-42,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",39-42,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/82/43,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",43,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/82/44,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",44,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/82/45-48,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",45-48,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/82/49-50,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",49-50,2,Год,,,,,Operational,PDF
grib2/4/82/51,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",51,1,Месяц,,,,,Operational,PDF
grib2/4/82/52,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",52,1,День,,,,,Operational,PDF
grib2/4/82/53,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",53,1,Час,,,,,Operational,PDF
grib2/4/82/54,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",54,1,Минута,,,,,Operational,PDF
grib2/4/82/55,"Образец определения продукции 4.82 — средние, аккумулированные и/или экстремальные",55,1,Секунда,,,,,Operational,PDF
