ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/40/10,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/40/11,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/40/12-13,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,12-13,2,Тип химических составляющих атмосферы,см. кодовую таблицу 4.230,,4.230,,Operational,PDF
grib2/4/40/14,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,14,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/40/15,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,15,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/40/16,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,16,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/40/17-18,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,17-18,2,Часы отсечения данных наблюдений после времени отсчета (см. примечание),,33,,,Operational,PDF
grib2/4/40/19,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,19,1,Минуты отсечения данных наблюдений после времени отсчета,,,,,Operational,PDF
grib2/4/40/20,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,20,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/40/21-24,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,21-24,4,Период действия прогноза в единицах,определенных в октете 20,,,,Operational,PDF
grib2/4/40/25,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,25,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/40/26,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,26,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/40/27-30,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,27-30,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/40/31,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,31,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/40/32,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,32,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/40/33-36,Образец определения продукции 4.40 — анализ или прогноз по горизонтальному уровню или,33-36,4,Масштабированная величина второй фиксированной поверхности,превышающие 65534; Примечание. Часы,,,,Operational,PDF
