ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/34//1,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,10,,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Original
grib2/4/34//2,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,11,,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Original
grib2/4/34//3,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,12,,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Original
grib2/4/34//4,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,13,,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Original
grib2/4/34//5,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,14,,Указатель процесса проведения анализа или подготовки прогноза,,,,,Original
grib2/4/34//6,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,15-16,,Часы отсечения данных наблюдений после времени начала отсчета,см. примечание 1,,1,,Original
grib2/4/34//7,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,17,,Минуты отсечения данных наблюдений после времени начала отсчета,,,,,Original
grib2/4/34//8,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,18,,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Original
grib2/4/34//9,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,19–22,,Период действия прогноза в единицах, определенных в октете 18,см. примечание 2,,2,Original
grib2/4/34//10,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,23,,Количество участвующих спектральных полос (NB),,,,,Original
grib2/4/34//11,Образец определения продукции 4.34 — индивидуальный ансамблевый прогноз,,24–,,Повторить следующие 11 октетов для каждой участвующей полосы (nb = 1, NB) (24+11(nb–1))–(25+11(nb–1)) С путниковая серия полосы nb (кодовая таблица определяется центром — поставщиком/производителем продукции) (26+11(nb–1))–(27+11(nb–1)) С путниковый номер полосы nb (кодовая таблица определяется центром — поставщиком/производителем продукции) (28+11(nb–1))–(29+11(nb–1)) Т ипы приборов полосы nb (кодовая таблица определяется центром — поставщиком/производителем продукции) (30+11(nb–1)) Масштабный коэффициент центрального волнового числа полосы nb (продолж.) (Образец определения продукции 4.34 — продолж.),,,,Original
