ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/48/10,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/48/11,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/48/12-13,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,12-13,2,Тип аэрозоля (см. общую кодовую таблицу C-14),,,CCT-14,,Operational,PDF
grib2/4/48/14,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,14,1,Тип интервала для первого и второго размеров,см. кодовую таблицу 4.91,,4.91,,Operational,PDF
grib2/4/48/15,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,15,1,Масштабный коэффициент первого размера,,,,,Operational,PDF
grib2/4/48/16-19,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,16-19,4,Масштабированная величина первого размера в метрах,,,,,Operational,PDF
grib2/4/48/20,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,20,1,Масштабный коэффициент второго размера,,,,,Operational,PDF
grib2/4/48/21-24,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,21-24,4,Масштабированная величина второго размера в метрах,,,,,Operational,PDF
grib2/4/48/25,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,25,1,Тип интервала для первой и второй длин волн,см. кодовую таблицу 4.91,,4.91,,Operational,PDF
grib2/4/48/26,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,26,1,Масштабный коэффициент первой длины волны,,,,,Operational,PDF
grib2/4/48/27-30,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,27-30,4,Масштабированная величина первой длины волны в метрах,,,,,Operational,PDF
grib2/4/48/31,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,31,1,Масштабный коэффициент второй длины волны,,,,,Operational,PDF
grib2/4/48/32-35,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,32-35,4,Масштабированная величина второй длины волны в метрах,,,,,Operational,PDF
grib2/4/48/36,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,36,1,Тип процесса выпуска,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/48/37,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,37,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/48/38,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,38,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/48/39-40,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,39-40,2,Часы отсечения данных наблюдений после времени отсчета (см. примечание),,33,,,Operational,PDF
grib2/4/48/41,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,41,1,Минуты отсечения данных наблюдений после времени отсчета,,,,,Operational,PDF
grib2/4/48/42,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,42,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/48/43-46,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,43-46,4,"Период действия прогноза в единицах, определенных в октете 42",,,,,Operational,PDF
grib2/4/48/47,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,47,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/48/48,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,48,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/48/49-52,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,49-52,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/48/53,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,53,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/48/54,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,54,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/48/55-58,Образец определения продукции 4.48 — анализ или прогноз по горизонтальному уровню или,55-58,4,"Масштабированная величина второй фиксированной поверхности, превышающее 65534",Примечание. Количество часов,,,,Operational,PDF
