ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/60//1,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,10,,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Original
grib2/4/60//2,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,11,,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Original
grib2/4/60//3,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,12,,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Original
grib2/4/60//4,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,13,,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Original
grib2/4/60//5,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,14,,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Original
grib2/4/60//6,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,15–16,,Часы отсечения данных после времени начала отсчета,см. примечание 1,,1,,Original
grib2/4/60//7,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,17,,Минуты отсечения данных после времени начала отсчета,,,,,Original
grib2/4/60//8,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,18,,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Original
grib2/4/60//9,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,19–22,,Период действия прогноза в единицах, определенных в октете 18,,,,Original
grib2/4/60//10,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,23,,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Original
grib2/4/60//11,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,24,,Масштабный коэффициент первой фиксированной поверхности,,,,,Original
grib2/4/60//12,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,25–28,,Масштабированная величина первой фиксированной поверхности,,,,,Original
grib2/4/60//13,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,29,,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Original
grib2/4/60//14,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,30,,Масштабный коэффициент второй фиксированной поверхности,,,,,Original
grib2/4/60//15,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,31–34,,Масштабированная величина второй фиксированной поверхности,,,,,Original
grib2/4/60//16,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,35,,Тип прогноза по ансамблю,см. кодовую таблицу 4.6,,4.6,,Original
grib2/4/60//17,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,36,,Номер возмущения,,,,,Original
grib2/4/60//18,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,37,,Количество прогнозов в ансамбле,,,,,Original
grib2/4/60//19,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,38–39,,Год в дате версии модели,см. примечание 2,,2,,Original
grib2/4/60//20,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,40,,Месяц в дате версии модели,,,,,Original
grib2/4/60//21,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,41,,День в дате версии модели,,,,,Original
grib2/4/60//22,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,42,,Час в дате версии модели,,,,,Original
grib2/4/60//23,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,43,,Минуты в дате версии модели,,,,,Original
grib2/4/60//24,Образец определения продукции 4.60 — индивидуальный ансамблевый повторный прогноз,,44,,Секунды в дате версии модели (продолж.) (Образец определения продукции 4.60 — продолж.),,,,,Original
