ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/30/15,Образец определения сетки 3.30 — конформная проекция Ламберта,15,,Форма Земли,см. кодовую таблицу 3.2,,3.2,,operational,PDF
grib2/3/30/16,Образец определения сетки 3.30 — конформная проекция Ламберта,16,,Масштабный коэффициент радиуса сферической Земли,,,,,operational,PDF
grib2/3/30/17-20,Образец определения сетки 3.30 — конформная проекция Ламберта,17–20,,Масштабированная величина радиуса сферической Земли,,,,,operational,PDF
grib2/3/30/21,Образец определения сетки 3.30 — конформная проекция Ламберта,21,,Масштабный коэффициент большой оси сплюснутого сфероида Земли,,,,,operational,PDF
grib2/3/30/22-25,Образец определения сетки 3.30 — конформная проекция Ламберта,22–25,,Масштабированная величина большой оси сплюснутого сфероида Земли,,,,,operational,PDF
grib2/3/30/26,Образец определения сетки 3.30 — конформная проекция Ламберта,26,,Масштабный коэффициент малой оси сплюснутого сфероида Земли,,,,,operational,PDF
grib2/3/30/27-30,Образец определения сетки 3.30 — конформная проекция Ламберта,27–30,,Масштабированная величина малой оси сплюснутого сфероида Земли,,,,,operational,PDF
grib2/3/30/31-34,Образец определения сетки 3.30 — конформная проекция Ламберта,31–34,,Nx — количество узлов по оси x,,,,,operational,PDF
grib2/3/30/35-38,Образец определения сетки 3.30 — конформная проекция Ламберта,35–38,,Ny — количество узлов по оси y,,,,,operational,PDF
grib2/3/30/39-42,Образец определения сетки 3.30 — конформная проекция Ламберта,39–42,,La1 — широта первого узла сетки,,,,,operational,PDF
grib2/3/30/43-46,Образец определения сетки 3.30 — конформная проекция Ламберта,43–46,,Lo1 — долгота первого узла сетки,,,,,operational,PDF
grib2/3/30/47,Образец определения сетки 3.30 — конформная проекция Ламберта,47,,Флаги разрешения и компонентов,см. таблицу флагов 3.3,,3.3,,operational,PDF
grib2/3/30/48-51,Образец определения сетки 3.30 — конформная проекция Ламберта,48–51,,LaD — широта, на которой определены Dx и Dy,,,,,PDF
grib2/3/30/52-55,Образец определения сетки 3.30 — конформная проекция Ламберта,52–55,,LoV — долгота меридиана, параллельного оси y, вдоль которого долгота увеличивается по мере увеличения координаты y,,,,PDF
grib2/3/30/56-59,Образец определения сетки 3.30 — конформная проекция Ламберта,56–59,,Dx — шаг сетки в направлении x,см. примечание 1,,1,,operational,PDF
grib2/3/30/60-63,Образец определения сетки 3.30 — конформная проекция Ламберта,60–63,,Dy — шаг сетки в направлении y,см. примечание 1,,1,,operational,PDF
grib2/3/30/64,Образец определения сетки 3.30 — конформная проекция Ламберта,64,,Центр проекции,см. таблицу флагов 3.5,,3.5,,operational,PDF
grib2/3/30/65,Образец определения сетки 3.30 — конформная проекция Ламберта,65,,Режим сканирования,см. таблицу флагов 3.4,,3.4,,operational,PDF
grib2/3/30/66-69,Образец определения сетки 3.30 — конформная проекция Ламберта,66–69,,Latin 1 — первая широта от полюса, на которой секущий конус пересекает сферу,,,,,PDF
grib2/3/30/70-73,Образец определения сетки 3.30 — конформная проекция Ламберта,70–73,,Latin 2 — вторая широта от полюса, на которой секущий конус пересекает сферу,,,,,PDF
grib2/3/30/74-77,Образец определения сетки 3.30 — конформная проекция Ламберта,74–77,,Широта Южного полюса проекции,,,,,operational,PDF
grib2/3/30/78-81,Образец определения сетки 3.30 — конформная проекция Ламберта,78–81,,Долгота Южного полюса проекции,,,,,operational,PDF
