ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/90/15,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",15,1,Форма Земли,см. кодовую таблицу 3.2,,3.2,,Operational,PDF
grib2/3/90/16,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",16,1,Масштабный коэффициент радиуса сферической Земли,,,,,Operational,PDF
grib2/3/90/17-20,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",17-20,4,Масштабированная величина радиуса сферической Земли,,,,,Operational,PDF
grib2/3/90/21,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",21,1,Масштабный коэффициент большой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/90/22-25,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",22-25,4,Масштабированная величина большой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/90/26,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",26,1,Масштабный коэффициент малой оси сплюснутого сфероида Земли,,,,,Operational,PDF
grib2/3/90/27-30,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",27-30,4,Масштабированная величина малой оси сжатого у полюсов сфероида Земли,,,,,Operational,PDF
grib2/3/90/31-34,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",31-34,4,Nx — количество узлов по оси x (колонок),,,,,Operational,PDF
grib2/3/90/35-38,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",35-38,4,Ny — количество узлов по оси y (рядов или линий),,,,,Operational,PDF
grib2/3/90/39-42,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",39-42,4,Lap — широта подспутниковой точки,,,,,Operational,PDF
grib2/3/90/43-46,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",43-46,4,Lop — долгота подспутниковой точки,,,,,Operational,PDF
grib2/3/90/47,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",47,1,Флаги разрешения и компонентов (продолж.) (Образец определения сетки 3.90 — продолж.),см. таблицу флагов 3.3,,,3.3,Operational,PDF
grib2/3/90/48-51,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",48-51,4,dx — видимый диаметр Земли в направлении оси x,выраженный в шагах сетки,,,,Operational,PDF
grib2/3/90/52-55,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",52-55,4,dy — видимый диаметр Земли в направлении оси y,выраженный в шагах сетки,,,,Operational,PDF
grib2/3/90/56-59,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",56-59,4,Xp — координата x подспутниковой точки (в единицах,равных 10-3 шага сетки,,,,Operational,PDF
grib2/3/90/60-63,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",60-63,4,Yp — координата y подспутниковой точки (в единицах,равных 10-3 шага сетки,,,,Operational,PDF
grib2/3/90/64,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",64,1,Режим сканирования (флаги — см. таблицу флагов 3.4),,,,3.4,Operational,PDF
grib2/3/90/65-68,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",65-68,4,Ориентация сетки,т. е. угол между осью y и меридианом подспутниковой точки в направлении возрастания широты (см. примечание 3),46,,,Operational,PDF
grib2/3/90/69-72,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",69-72,4,Nr — высота камеры над центром Земли,измеренная в единицах радиуса (экваториального) Земли,"59,22,73",,,Operational,PDF
grib2/3/90/73-76,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",73-76,4,Хо — координата x точки получения изображения сектора,,,,,Operational,PDF
grib2/3/90/77-80,"Образец определения сетки 3.90 — перспективная или ортографическая, видимая из космоса",77-80,4,Yo — координата y точки получения изображения сектора,,,,,Operational,PDF
