ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/1000//1,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,15,,Форма Земли,см. кодовую таблицу 3.2,,3.2,,Original
grib2/3/1000//2,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,16,,Масштабный коэффициент радиуса сферической Земли,,,,,Original
grib2/3/1000//3,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,17–20,,Масштабированная величина радиуса сферической Земли,,,,,Original
grib2/3/1000//4,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,21,,Масштабный коэффициент большой оси сплюснутого сфероида Земли,,,,,Original
grib2/3/1000//5,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,22–25,,Масштабированная величина большой оси сплюснутого сфероида Земли,,,,,Original
grib2/3/1000//6,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,26,,Масштабный коэффициент малой оси сплюснутого сфероида Земли,,,,,Original
grib2/3/1000//7,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,27–30,,Масштабированная величина малой оси сплюснутого сфероида Земли,,,,,Original
grib2/3/1000//8,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,31–34,,Количество горизонтальных узлов,,,,,Original
grib2/3/1000//9,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,35–38,,Основной угол начальной продукционной области,см. примечание 1,,1,,Original
grib2/3/1000//10,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,39–42,,Подразделения основного угла, используемые для определения экстремальных долгот и широт (см. примечание 1),,,,Original
grib2/3/1000//11,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,43–46,,La1 — широта первого узла сетки,см. примечание 1,,1,,Original
grib2/3/1000//12,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,47–50,,Lo1 — долгота первого узла сетки,см. примечание 1,,1,,Original
grib2/3/1000//13,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,51,,Режим сканирования (флаги — см. таблицу флагов 3.4),,,,,Original
grib2/3/1000//14,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,52–55,,La2 — широта последнего узла сетки,см. примечание 1,,1,,Original
grib2/3/1000//15,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,56–59,,Lo2 — долгота последнего узла сетки,см. примечание 1,,1,,Original
grib2/3/1000//16,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,60,,Тип горизонтальной линии,см. кодовую таблицу 3.20,,3.20,,Original
grib2/3/1000//17,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,61-62,,Количество вертикальных узлов,,,,,Original
grib2/3/1000//18,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,63,,Физическое значение вертикальной координаты,см. кодовую таблицу 3.15,,3.15,,Original
grib2/3/1000//19,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,64,,Определение значений вертикального размера координаты,см. кодовую таблицу 3.21,,3.21,,Original
grib2/3/1000//20,Образец определения сетки 3.1000 — с етка для представления разрезов с узлами,,65–66,,NC — количество коэффициентов или значений, используемых для описания вертикаль- ных координат 67–(66+NC×4) Коэффициенты для определения значений вертикального размера координаты в функцио- нальной форме или точные величины координат (величины представлены в 32-битовом стандарте IEEE с плавающей запятой),,,,Original
