ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/77/10,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/77/11,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",11,1,Номер параметра (см. кодовую таблицу 4.2,,,4.2,,Operational,PDF
grib2/4/77/12-13,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",12-13,2,Тип химических составляющих атмосферы,см. кодовую таблицу 4.230,,4.230,,Operational,PDF
grib2/4/77/14,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",14,1,Источник или поглотитель,см. кодовую таблицу 4.238,,4.238,,Operational,PDF
grib2/4/77/15,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",15,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/77/16,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",16,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/77/17,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",17,1,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/77/18-19,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",18-19,2,Часы отсечения данных после времени начала отсчета (см. примечание),,33,,,Operational,PDF
grib2/4/77/20,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",20,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/77/21,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",21,1,Указатель единицы измерения временно́го диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/77/22-25,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",22-25,4,Период действия прогноза в единицах,определенных в октете 20,,,,Operational,PDF
grib2/4/77/26,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",26,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/77/27,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",27,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/77/28-31,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",28-31,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/77/32,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",32,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/77/33,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",33,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/77/34-37,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",34-37,4,Масштабированная величина второй фиксированной поверхности (продолж.) (Образец определения продукции 4.77 — продолж.),,,,,Operational,PDF
grib2/4/77/38,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",38,1,Тип ансамблевого прогноза,см. кодовую таблицу 4.6,,4.6,,Operational,PDF
grib2/4/77/39,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",39,1,Количество возмущений,,,,,Operational,PDF
grib2/4/77/40,"Образец определения продукции 4.77 — индивидуальный ансамблевый прогноз, контроль-",40,1,Количество прогнозов в ансамбле Примечание: часы,превышающие 65534,,,,Operational,PDF
