ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/46/10,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/46/11,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/46/12-13,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",12-13,2,Тип аэрозоля,см. кодовую таблицу 4.233,,4.233,,Operational,PDF
grib2/4/46/14,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",14,1,Тип интервала для первого и второго размеров,см. кодовую таблицу 4.91,,4.91,,Operational,PDF
grib2/4/46/15,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",15,1,Масштабный коэффициент первого размера,,,,,Operational,PDF
grib2/4/46/16-19,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",16-19,4,Масштабированная величина первого размера в метрах,,,,,Operational,PDF
grib2/4/46/20,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",20,1,Масштабный коэффициент второго размера,,,,,Operational,PDF
grib2/4/46/21-24,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",21-24,4,Масштабированная величина второго размера в метрах,,,,,Operational,PDF
grib2/4/46/25,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",25,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/46/26,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",26,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/46/27,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",27,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/46/28-29,"Образец определения продукции 4.46 — средние, аккумулированные и/или экстремальные",28-29,2,Часы отсечения данных после времени начала отсчета,см. примечание 1,33,,,Operational,PDF
