ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/10/10,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,10,,Категория параметра,см. кодовую таблицу 4.1,,4.1,,operational,Original
grib2/4/10/11,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,11,,Номер параметра,см. кодовую таблицу 4.2,,4.2,,operational,Original
grib2/4/10/12,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,12,,Тип процесса подготовки (продолж.) (Образец определения продукции 4.10 — продолж.),см. кодовую таблицу 4.3,,4.3,,operational,Original
grib2/4/10/13,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,13,,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,operational,Original
grib2/4/10/14,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,14,,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,operational,Original
grib2/4/10/15-16,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,15–16,,Часы отсечения данных после времени начала отсчета,см. примечание 1,,1,,operational,Original
grib2/4/10/17,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,17,,Минуты отсечения данных после времени начала отсчета,,,,,operational,Original
grib2/4/10/18,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,18,,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,operational,Original
grib2/4/10/19-22,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,19–22,,Период действия прогноза в единицах, определенных в предыдущем октете (см. примечание 2),,,,,Original
grib2/4/10/23,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,23,,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,operational,Original
grib2/4/10/24,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,24,,Масштабный коэффициент первой фиксированной поверхности,,,,,operational,Original
grib2/4/10/25-28,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,25–28,,Масштабированная величина первой фиксированной поверхности,,,,,operational,Original
grib2/4/10/29,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,29,,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,operational,Original
grib2/4/10/30,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,30,,Масштабный коэффициент второй фиксированной поверхности,,,,,operational,Original
grib2/4/10/31-34,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,31–34,,Масштабированная величина второй фиксированной поверхности,,,,,operational,Original
grib2/4/10/35,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,35,,Величина процентиля (от 100 % до 0 %),,,,,operational,Original
grib2/4/10/36-37,Образец определения продукции 4.10 — прогнозы процентилей по горизонтальному уровню,36–37,,Год окончания всего временного интервала,,,,,operational,Original
