ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/72/10,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/72/11,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/72/12-13,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",12-13,2,Указатель процесса ввода данных,см. примечание 1,82,,,Operational,PDF
grib2/4/72/14-15,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",14-15,2,Центр — поставщик входных данных (см. общую кодовую таблицу C-11 и примечание 2),,81,CCT-11,,Operational,PDF
grib2/4/72/16,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",16,1,Тип постпроцессинга,см. примечание 3,126,,,Operational,PDF
grib2/4/72/17,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",17,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/72/18,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",18,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/72/19,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",19,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/72/20-21,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",20-21,2,Часы отсечения данных после времени начала отсчета,см. примечание 4,33,,,Operational,PDF
grib2/4/72/22,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",22,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/72/23,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",23,1,Указатель единицы временно́го диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/72/24-27,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",24-27,4,Период действия прогноза в единицах,определенных в октете 23,111,,,Operational,PDF
grib2/4/72/28,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",28,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/72/29,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",29,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/72/30-33,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",30-33,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/72/34,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",34,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/72/35,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",35,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/72/36-39,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",36-39,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/72/40-41,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",40-41,2,Год,,,,,Operational,PDF
grib2/4/72/42,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",42,1,Месяц,,,,,Operational,PDF
grib2/4/72/43,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",43,1,День время окончания всего временного интервала,,,,,Operational,PDF
grib2/4/72/44,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",44,1,Час,,,,,Operational,PDF
grib2/4/72/45,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",45,1,Минута,,,,,Operational,PDF
grib2/4/72/46,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",46,1,Секунда,,,,,Operational,PDF
grib2/4/72/47,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",47,1,n — количество спецификаций временно́го диапазона,описывающих временны́е интервалы,,,,Operational,PDF
grib2/4/72/48-51,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",48-51,4,Общее количество значений данных,отсутствующих в статистическом процессе,,,,Operational,PDF
grib2/4/72//1,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",,,Спецификация наиболее удаленного (или единственного) временно́го диапазона,за который проводится статистическая обработка,,,,Operational,PDF
grib2/4/72/52,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",52,1,Статистический процесс,используемый для расчета обработанного поля на основе поля за каждый инкремент времени в течение временно́го диапазона (см. кодовую таблицу 4.10),,4.10,,Operational,PDF
grib2/4/72/53,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",53,1,Тип инкремента времени между последовательными полями,используемыми в статистической обработке (см. кодовую таблицу 4.11),,4.11,,Operational,PDF
grib2/4/72/54,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",54,1,Указатель единицы времени для временно́го диапазона,за который проводится статистическая обработка (см. кодовую таблицу 4.4),,4.4,,Operational,PDF
grib2/4/72/55-58,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",55-58,4,Продолжительность временно́го диапазона,за который проводится статистическая обработка,,,,Operational,PDF
grib2/4/72/59,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",59,1,Указатель единицы времени для инкремента между используемыми последовательными полями (см. кодовую таблицу 4.4) (продолж.) (Образец определения продукции 4.72 — продолж.),,,4.4,,Operational,PDF
grib2/4/72/60-63,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",60-63,4,Инкремент времени между последовательными полями в единицах,определенных в предыдущем октете (см. примечания 6 и 7),"7,106",,,Operational,PDF
grib2/4/72//2,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",,,Эти октеты включаются,только если n > 1,,,,Operational,PDF
grib2/4/72/64-75,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",64-75,12,Как в октетах 52–63,следующий наиболее удаленный шаг обработки,,,,Operational,PDF
grib2/4/72/76-nn,"Образец определения продукции 4.72 — средние значения, экстремальные значения, значе-",76-nn,,Дополнительные спецификации временно́го диапазона,включенные в соответствии с величиной n. Содержание как в октетах 52–63,,,,Operational,PDF
