ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/2/10,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,10,,Категория параметра,см. кодовую таблицу 4.1,,4.1,,operational,PDF
grib2/4/2/11,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,11,,Номер параметра,см. кодовую таблицу 4.2,,4.2,,operational,PDF
grib2/4/2/12,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,12,,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,operational,PDF
grib2/4/2/13,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,13,,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,operational,PDF
grib2/4/2/14,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,14,,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,operational,PDF
grib2/4/2/15-16,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,15–16,,Часы отсечения данных после времени начала отсчета (см. примечание),,,,,operational,PDF
grib2/4/2/17,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,17,,Минуты отсечения данных после времени начала отсчета,,,,,operational,PDF
grib2/4/2/18,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,18,,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,operational,PDF
grib2/4/2/19-22,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,19–22,,Период действия прогноза в единицах, определенных в октете 18,,,,,PDF
grib2/4/2/23,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,23,,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,operational,PDF
grib2/4/2/24,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,24,,Масштабный коэффициент первой фиксированной поверхности,,,,,operational,PDF
grib2/4/2/25-28,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,25–28,,Масштабированная величина первой фиксированной поверхности,,,,,operational,PDF
grib2/4/2/29,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,29,,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,operational,PDF
grib2/4/2/30,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,30,,Масштабный коэффициент второй фиксированной поверхности,,,,,operational,PDF
grib2/4/2/31-34,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,31–34,,Масштабированная величина второй фиксированной поверхности,,,,,operational,PDF
grib2/4/2/35,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,35,,Вычисленный прогноз,см. кодовую таблицу 4.7,,4.7,,operational,PDF
grib2/4/2/36,Образец определения продукции 4.2 — в ычисленные прогнозы на основе всех членов ансамбля,36,,Количество прогнозов в ансамбле Примечание. Часы, превышающие 65534, будут кодироваться как 65534.,,,,PDF
