ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/1100/10,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,10,,Категория параметра,см. кодовую таблицу 4.1,,4.1,,operational,Original
grib2/4/1100/11,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,11,,Номер параметра,см. кодовую таблицу 4.2,,4.2,,operational,Original
grib2/4/1100/12,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,12,,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,operational,Original
grib2/4/1100/13,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,13,,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,operational,Original
grib2/4/1100/14,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,14,,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,operational,Original
grib2/4/1100/15-16,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,15–16,,Часы отсечения данных после времени начала отсчета (см. примечание),,,,,operational,Original
grib2/4/1100/17,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,17,,Минуты отсечения данных после времени начала отсчета,,,,,operational,Original
grib2/4/1100/18,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,18,,Указатель единицы измерения временного диапазона,см. кодовую таблицу 4.4,,4.4,,operational,Original
grib2/4/1100/19-22,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,19–22,,Период действия прогноза в единицах, определенных в октете 18,,,,,Original
grib2/4/1100/23,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,23,,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,operational,Original
grib2/4/1100/24,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,24,,Масштабный коэффициент первой фиксированной поверхности,,,,,operational,Original
grib2/4/1100/25-28,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,25–28,,Масштабированные величины первой фиксированной поверхности,,,,,operational,Original
grib2/4/1100/29,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,29,,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,operational,Original
grib2/4/1100/30,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,30,,Масштабный коэффициент второй фиксированной поверхности,,,,,operational,Original
grib2/4/1100/31-34,Образец определения продукции 4.1100 — сетка по Хофмеллеру без усреднения или другой,31–34,,Масштабированная величина второй фиксированной поверхности Примечание. Часы, превышающие 65534, будут кодироваться как 65534.,,,,Original
