ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/100/15,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",15,1,n2 — показатель степени 2 для количества интервалов на сторонах главного треугольника,,,,,Operational,PDF
grib2/3/100/16,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",16,1,n3 — показатель степени 3 для количества интервалов на сторонах главного треугольника,,,,,Operational,PDF
grib2/3/100/17-18,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",17-18,2,ni — количество интервалов на сторонах главного треугольника икосаэдра,,,,,Operational,PDF
grib2/3/100/19,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",19,1,nd — количество ромбов,,,,,Operational,PDF
grib2/3/100/20-23,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",20-23,4,Широта точки полюса икосаэдра на сфере,,,,,Operational,PDF
grib2/3/100/24-27,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",24-27,4,Долгота точки полюса икосаэдра на сфере,,,,,Operational,PDF
grib2/3/100/28-31,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",28-31,4,Долгота центральной линии первого ромба икосаэдра на сфере,,,,,Operational,PDF
grib2/3/100/32,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",32,1,Положение узла сетки,см. кодовую таблицу 3.8,,3.8,,Operational,PDF
grib2/3/100/33,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",33,1,Порядок нумерации ромбов (флаг — см. таблицу флагов 3.9) (продолж.) (Образец определения сетки 3.100 — продолж.),,,,3.9,Operational,PDF
grib2/3/100/34,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",34,1,Режим сканирования для одного ромба (флаги — см. таблицу флагов 3.10),,,,3.10,Operational,PDF
grib2/3/100/35-38,"Образец определения сетки 3.100 — треугольная, на основе икосаэдра (см. часть В,",35-38,4,nt — общее количество узлов сетки,,,,,Operational,PDF
