ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/61//1,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,10,,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Original
grib2/4/61//2,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,11,,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Original
grib2/4/61//3,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,12,,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Original
grib2/4/61//4,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,13,,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Original
grib2/4/61//5,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,14,,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Original
grib2/4/61//6,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,15–16,,Часы отсечения данных после времени начала отсчета,см. примечание 1,,1,,Original
grib2/4/61//7,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,17,,Минуты отсечения данных после времени начала отсчета,,,,,Original
grib2/4/61//8,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,18,,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Original
grib2/4/61//9,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,19–22,,Период действия прогноза в единицах, определенных в октете 18,см. примечание 2,,2,Original
grib2/4/61//10,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,23,,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Original
grib2/4/61//11,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,24,,Масштабный коэффициент первой фиксированной поверхности,,,,,Original
grib2/4/61//12,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,25–28,,Масштабированная величина первой фиксированной поверхности,,,,,Original
grib2/4/61//13,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,29,,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Original
grib2/4/61//14,Образец определения продукции 4.61 — индивидуальный ансамблевый повторный прогноз,,30,,Масштабный коэффициент второй фиксированной поверхности,,,,,Original
