ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/62/10,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/62/11,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/62/12,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",12,1,Классификация тайлов,см. кодовую таблицу 4.242,,4.242,,Operational,PDF
grib2/4/62/13,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",13,1,Общее количество (NT) пар тайл-атрибут (см. примечания 1 и 2),,"20,58",,,Operational,PDF
grib2/4/62/14,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",14,1,Количество использованных пространственных тайлов (NUT) (см. примечания 1 и 2),,"20,58",,,Operational,PDF
grib2/4/62/15,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",15,1,Индекс тайла (ITN = {1,…,58,,,Operational,PDF
grib2/4/62/16,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",16,1,Количество использованных атрибутов тайла (NAT) для ITN тайла,см. примечание 1,58,,,Operational,PDF
grib2/4/62/17,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",17,1,Атрибут тайла (см. кодовую таблицу 4.241) (A = {A(1),…,58,4.241,,Operational,PDF
grib2/4/62/18,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",18,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/62/19,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",19,1,Указатель основного процесса подготовки (определяется центром-поставщиком) (продолж.) (Образец определения продукции 4.62 — продолж.),,,,,Operational,PDF
grib2/4/62/20,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",20,1,Указатель процесса проведения анализа или подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/62/21-22,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",21-22,2,Часы отсечения данных после времени начала отсчета,см. примечание 3,33,,,Operational,PDF
grib2/4/62/23,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",23,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/62/24,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",24,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/62/25-28,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",25-28,4,Период действия прогноза в единицах,определенных в октете 24,111,,,Operational,PDF
grib2/4/62/29,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",29,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/62/30,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",30,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/62/31-34,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",31-34,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/62/35,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",35,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/62/36,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",36,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/62/37-40,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",37-40,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/62/41-42,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",41-42,2,Год,,,,,Operational,PDF
grib2/4/62/43,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",43,1,Месяц,,,,,Operational,PDF
grib2/4/62/44,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",44,1,День Время окончания всего временного интервала,,,,,Operational,PDF
grib2/4/62/45,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",45,1,Час,,,,,Operational,PDF
grib2/4/62/46,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",46,1,Минута,,,,,Operational,PDF
grib2/4/62/47,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",47,1,Секунда,,,,,Operational,PDF
grib2/4/62/48,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",48,1,n — количество спецификаций временного диапазона,описывающих временные интервалы,,,,Operational,PDF
grib2/4/62/49-52,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",49-52,4,Общее количество значений данных,отсутствующих в статистической обработке,,,,Operational,PDF
grib2/4/62//1,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",,,Спецификация наиболее удаленного (или единственного) временного диапазона,за который проводится статистическая обработка,,,,Operational,PDF
grib2/4/62/53,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",53,1,Статистический процесс,используемый для расчета обработанного поля на основе поля за каждый инкремент времени в течение временного диапазона (см. кодовую таблицу 4.10),,4.10,,Operational,PDF
grib2/4/62/54,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",54,1,Тип инкремента времени между последовательными полями,используемыми в статистической обработке (см. кодовую таблицу 4.11),,4.11,,Operational,PDF
grib2/4/62/55,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",55,1,Указатель единицы времени для временного диапазона,за который проводится статистическая обработка (см. кодовую таблицу 4.4),,4.4,,Operational,PDF
grib2/4/62/56-59,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",56-59,4,Продолжительность временного диапазона,за который проводится статистическая обработка в единицах,,,,Operational,PDF
grib2/4/62/60,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",60,1,Указатель единицы времени для приращения между используемыми последовательными полями (см. кодовую таблицу 4.4),,,4.4,,Operational,PDF
grib2/4/62/61-64,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",61-64,4,Инкремент времени между последовательными полями в единицах,определенных в предыдущем октете (см. примечания 5 и 6),"7,101",,,Operational,PDF
grib2/4/62//2,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",,,Эти октеты включаются,только если n > 1,,,,Operational,PDF
grib2/4/62/65-76,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",65-76,12,Как в октетах 53—64,следующий наиболее удаленный шаг обработки,,,,Operational,PDF
grib2/4/62/77-nn,"Образец определения продукции 4.62 — средние, аккумулированные и/или экстремальные",77-nn,,Дополнительные спецификации временного диапазона,включенные в соответствии с величиной n. Содержание как в октетах 53–64,,,,Operational,PDF
