ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/33//1,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,10,,Категория параметра,см. кодовую таблицу 4.1,,4.1,,PDF
grib2/4/33//2,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,11,,Номер параметра,см. кодовую таблицу 4.2,,4.2,,PDF
grib2/4/33//3,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,12,,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,PDF
grib2/4/33//4,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,13,,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,PDF
grib2/4/33//5,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,14,,Указатель процесса проведения анализа или подготовки прогноза (продолж.) (Образец определения продукции 4.33 — продолж.),,,,,PDF
grib2/4/33//6,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,15-16,,Часы отсечения данных наблюдений после времени начала отсчета (см. примечание),,,,,PDF
grib2/4/33//7,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,17,,Минуты отсечения данных наблюдений после времени начала отсчета,,,,,PDF
grib2/4/33//8,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,18,,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,PDF
grib2/4/33//9,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,19-22,,Период действия прогноза в единицах, определенных в октете 18,,,,PDF
grib2/4/33//10,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,23,,Количество участвующих спектральных полос (NB),,,,,PDF
grib2/4/33//11,Образец определения продукции 4.33 — индивидуальный прогноз по ансамблю,,24–,,Повторить следующие 11 октетов для каждой участвующей полосы (nb = 1, NB) (24+11(nb–1))–(25+11(nb–1)) С путниковая серия полосы nb (кодовая таблица определяется центром — поставщиком/производителем продукции) (26+11(nb–1))–(27+11(nb–1)) С путниковый номер полосы nb (кодовая таблица определяется центром — поставщиком/производителем продукции) (28+11(nb–1))–(29+11(nb–1)) Т ипы приборов полосы nb (кодовая таблица определяется центром — поставщиком/производителем продукции) (30+11(nb–1)) Масштабный коэффициент центрального волнового числа полосы nb (31+11(nb–1))–(34+11(nb–1)) М асштабированная величина центрального волнового числа полосы nb (единицы измерения: м-1) (24+11NB) Тип ансамблевого прогноза (см. кодовую таблицу 4.6) (24+11NB+1) Номер возмущения (24+11NB+2) Количество прогнозов в ансамбле Примечание. Часы, превышающие 65534, будут кодироваться как 65534.,,PDF
