ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/83//1,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,10,,Категория параметра,см. кодовую таблицу 4.1,,4.1,,PDF
grib2/4/83//2,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,11,,Номер параметра,см. кодовую таблицу 4.2,,4.2,,PDF
grib2/4/83//3,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,12–13,,Тип аэрозоля,см. кодовую таблицу 4.233,,4.233,,PDF
grib2/4/83//4,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,14,,Источник или поглотитель,см. кодовую таблицу 4.238,,4.238,,PDF
grib2/4/83//5,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,15,,Тип интервала для первого и второго размеров,см. кодовую таблицу 4.91,,4.91,,PDF
grib2/4/83//6,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,16,,Масштабный коэффициент первого размера,,,,,PDF
grib2/4/83//7,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,17–20,,Масштабированная величина первого размера в метрах,,,,,PDF
grib2/4/83//8,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,21,,Масштабный коэффициент второго размера,,,,,PDF
grib2/4/83//9,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,22–25,,Масштабированная величина второго размера в метрах,,,,,PDF
grib2/4/83//10,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,26,,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,PDF
grib2/4/83//11,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,27,,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,PDF
grib2/4/83//12,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,28–29,,Часы отсечения данных после времени начала отсчета,см. примечание 1,,1,,PDF
grib2/4/83//13,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,30,,Минуты отсечения данных после времени начала отсчета,,,,,PDF
grib2/4/83//14,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,31,,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,PDF
grib2/4/83//15,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,32–35,,Период действия прогноза в единицах, определенных в октете 31,см. примечание 2,,2,PDF
grib2/4/83//16,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,36,,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,PDF
grib2/4/83//17,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,37,,Масштабный коэффициент первой фиксированной поверхности,,,,,PDF
grib2/4/83//18,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,38–41,,Масштабированная величина первой фиксированной поверхности,,,,,PDF
grib2/4/83//19,Образец определения продукции 4.83 — индивидуальный ансамблевый прогноз,,42,,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,PDF
