ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/61/15,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,15,1,Tipo de representación espectral,véase la Tabla de cifrado 3.6,,3.6,,Operational,PDF
grib2/3/61/16-19,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,16-19,4,N parámetro de resolución mediante transformada bidimensional de Fourier,,,,,Operational,PDF
grib2/3/61/20-23,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,20-23,4,M parámetro de resolución mediante transformada bidimensional de Fourier,,,,,Operational,PDF
grib2/3/61/24,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,24,1,Tipo de truncamiento del dominio mediante transformada bidimensional de Fourier,véase la Tabla de cifrado 3.25,,3.25,,Operational,PDF
grib2/3/61/25-32,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,25-32,8,Lx tamaño en metros del dominio a lo largo del eje x,,,,,Operational,PDF
grib2/3/61/33-40,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,33-40,8,Lux tamaño en metros del subdominio de la predicción de modelo a lo largo del eje x,,,,,Operational,PDF
grib2/3/61/41-48,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,41-48,8,Lcx anchura en metros del área de acoplamiento en el dominio de la predicción a lo largo del eje x,,,,,Operational,PDF
grib2/3/61/49-56,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,49-56,8,Ly tamaño en metros del dominio a lo largo del eje y,,,,,Operational,PDF
grib2/3/61/57-64,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,57-64,8,Luy tamaño en metros del subdominio de la predicción de modelo a lo largo del eje y,,,,,Operational,PDF
grib2/3/61/65-72,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,65-72,8,Lcy - anchura en metros del área de acoplamiento en el dominio de la predicción a lo largo del eje y,,,,,Operational,PDF
grib2/3/61/73,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,73,1,Forma de la Tierra,véase la Tabla de cifrado 3.2,,3.2,,Operational,PDF
grib2/3/61/74,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,74,1,Factor de escala del radio de la Tierra esférica,,,,,Operational,PDF
grib2/3/61/75-78,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,75-78,4,Valor ajustado del radio de la Tierra esférica,,,,,Operational,PDF
grib2/3/61/79,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,79,1,Factor de escala del eje mayor de la Tierra esferoidal achatada,,,,,Operational,PDF
grib2/3/61/80-83,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,80-83,4,Valor ajustado del eje mayor de la Tierra esferoidal achatada,,,,,Operational,PDF
grib2/3/61/84,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,84,1,Factor de escala del eje menor de la Tierra esferoidal achatada,,,,,Operational,PDF
grib2/3/61/85-88,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,85-88,4,Valor ajustado del eje menor de la Tierra esferoidal achatada,,,,,Operational,PDF
grib2/3/61/89-92,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,89-92,4,La1 latitud del primer punto de la retícula,,,,,Operational,PDF
grib2/3/61/93-96,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,93-96,4,Lo1 longitud del primer punto de la retícula,,,,,Operational,PDF
grib2/3/61/97-100,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,97-100,4,LaD - latitud(es) de intersección del cilindro de proyección de Mercator con la Tierra para las cuales se especifican Di y Dj),,,,,Operational,PDF
grib2/3/61/101-104,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,101-104,4,La2 latitud del último punto de la retícula,,,,,Operational,PDF
grib2/3/61/105-108,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,105-108,4,Lo2 longitud del último punto de la retícula,,,,,Operational,PDF
grib2/3/61/109-112,Modelo de definición de la retícula 3.61— Representación espectral mediante proyección Mercator con definición de los subdominios de modelización,109-112,4,"Orientación de la retícula, ángulo entre la dirección i en el mapa y el ecuador",véase la nota 1,,,,Operational,PDF
