ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/67/10,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,Original
grib2/4/67/11,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,Original
grib2/4/67/12-13,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",12-13,2,Tipo de componente químico atmosférico,(véase la Tabla de cifrado 4.230),,4.230,,Operational,Original
grib2/4/67/14-15,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",14-15,2,Número de modos (N) de distribución,(véase la nota 1),,,,Operational,Original
grib2/4/67/16-17,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",16-17,2,Número del modo (I),,,,,Operational,Original
grib2/4/67/18-19,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",18-19,2,Tipo de función de distribución,(véase la Tabla de cifrado 4.240 y la nota 2),,4.240,,Operational,Original
grib2/4/67/20,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",20,1,"Número de los siguientes parámetros de función (Np), definido por el tipo indicado en los octetos 18 y 19 (tipo de función de distribución)",,,,,Operational,Original
grib2/4/67//1,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",,,"Repítanse los 5 octetos siguientes para el número de parámetros de función (n = 1, Np), si Np > 0",,,,,Operational,Original
grib2/4/67/21+5(n-1),"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",21+5(n-1),,"Lista del factor de escala de un parámetro de la función de distribución fijo (p1-pNp), definido por el tipo de distribución indicada en los octetos 18 у 19",,,,,Operational,Original
grib2/4/67/(22+5(n-1))-(25+5(n-1)),"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",(22+5(n-1))-(25+5(n-1)),,"Lista del factor de escala de un parámetro de la función de distribución fijo (p1-pNp), definido por el tipo de distribución indicada en los octetos 18 y 19",,,,,Operational,Original
grib2/4/67/21+5Np,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",21+5Np,,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Operational,Original
grib2/4/67/22+5Np,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",22+5Np,,Identificador de proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/67/23+5Np,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",23+5Np,,Identificador de proceso de producción de análisis o predicciones (definido por el centro de origen),,,,,Operational,Original
grib2/4/67/(24+5Np)-(25+5Np),"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",(24+5Np)-(25+5Np),,Límite (horas) de la recogida de datos de observación después de la hora de referencia,(véase la nota 3),,,,Operational,Original
grib2/4/67/26+5Np,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",26+5Np,,Límite (minutos) de la recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/67/27+5Np,"Modelo de definición del producto 4.67 – Valores promedios, acumulados y/o extremos u otros valores procesados estadísticamente para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de componentes químicos atmosféricos sobre la base de una función de distribución",27+5Np,,Indicador de unidad de lapso de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Operational,Original
