ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/9/10,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,Original
grib2/4/9/11,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,Original
grib2/4/9/12,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,12,1,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Operational,Original
grib2/4/9/13,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,13,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/9/14,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,14,1,Identificador del proceso de producción de la predicción (definido por el centro de origen),,,,,Operational,Original
grib2/4/9/15-16,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,15-16,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota 1),33,,,Operational,Original
grib2/4/9/17,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,17,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/9/18,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,18,1,Indicador de unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Operational,Original
grib2/4/9/19-22,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,19-22,4,Hora de la previsión expresada en la unidad precisada por el octeto 18,(véase la nota 2),111,,,Operational,Original
grib2/4/9/23,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,23,1,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,Original
grib2/4/9/24,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,24,1,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/9/25-28,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,25-28,4,Valor ajustado de la primera superficie especificada,,,,,Operational,Original
grib2/4/9/29,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,29,1,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,Original
grib2/4/9/30,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,30,1,Factor de escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/9/31-34,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,31-34,4,Valor ajustado de la segunda superficie especificada,,,,,Operational,Original
grib2/4/9/35,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,35,1,Número de probabilidad de la predicción,,,,,Operational,Original
grib2/4/9/36,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,36,1,Número total de probabilidades de predicción,,,,,Operational,Original
grib2/4/9/37,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,37,1,Tipo de probabilidad,(véase la Tabla de cifrado 4.9),,4.9,,Operational,Original
grib2/4/9/38,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,38,1,Factor de escala del límite inferior,,,,,Operational,Original
grib2/4/9/39-42,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,39-42,4,Valor ajustado del límite inferior,,,,,Operational,Original
grib2/4/9/43,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,43,1,Factor de escala del límite superior,,,,,Operational,Original
grib2/4/9/44-47,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,44-47,4,Valor ajustado del límite superior,,,,,Operational,Original
grib2/4/9/48-49,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,48-49,2,Año del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/9/50,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,50,1,Mes del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/9/51,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,51,1,Día del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/9/52,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,52,1,Hora del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/9/53,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,53,1,Minuto del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/9/54,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,54,1,Segundo del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/9/55,Predicción de probabilidad para una superficie o una capa horizontal durante un intervalo de tiempo continuo o discontinuo,55,1,n - Número de las especificaciones que describen los intervalos de tiempo empleados para el cálculo estadístico del campo,,,,,Operational,Original
