ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/7/10,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,10,,Categoría del parámetro (véase la Tabla de cifrado 4.1),,,,,Operational,Original
grib2/4/7/11,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,11,,Número del parámetro (véase la Tabla de cifrado 4.2),,,,,Operational,Original
grib2/4/7/12,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,12,,Tipo de proceso de producción (véase la Tabla de cifrado 4.3),,,,,Operational,Original
grib2/4/7/13,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,13,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/7/14,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,14,,Identificador del proceso de producción del análisis o de la previsión (definido por el centro de origen),,,,,Operational,Original
grib2/4/7/15-16,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,15-16,,Límite (horas) de recogida de datos de observación después de la hora de referencia, (véase la nota 1),,,,Operational,Original
grib2/4/7/17,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,17,,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/7/18,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,18,,Indicador de unidad de lapso de tiempo (véase la Tabla de cifrado 4.4),,,,,Operational,Original
grib2/4/7/19-22,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,19-22,,Hora de la previsión expresada en la unidad precisada por el octeto 18,,,,,Operational,Original
grib2/4/7/23,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,23,,Tipo de la primera superficie especificada (véase la Tabla de cifrado 4.5),,,,,Operational,Original
grib2/4/7/24,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,24,,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/7/25-28,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,25-28,,Valor ajustado de la primera superficie especificada,,,,,Operational,Original
grib2/4/7/29,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,29,,Tipo de la segunda superficie especificada (véase la Tabla de cifrado 4.5),,,,,Operational,Original
grib2/4/7/30,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,30,,Factor de escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/7/31-34,Error de análisis o de previsión para una superficie o una capa horizontal en un momento dado,31-34,,Valor ajustado de la segunda superficie especificada,,,,,Operational,Original
