ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/3/0/15,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),15,,Forma de la Tierra,véase la Tabla de cifrado 3.2,,,,Operational,Original
grib2/3/0/16,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),16,,Factor de escala del radio de la Tierra esférica,,,,,Operational,Original
grib2/3/0/17-20,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),17-20,,Valor ajustado del radio de la Tierra esférica,,,,,Operational,Original
grib2/3/0/21,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),21,,Factor de escala del eje mayor de la Tierra esférica achatada,,,,,Operational,Original
grib2/3/0/22-25,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),22-25,,Valor ajustado del eje mayor de la Tierra esférica achatada,,,,,Operational,Original
grib2/3/0/26,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),26,,Factor de escala del eje menor de la Tierra esférica achatada,,,,,Operational,Original
grib2/3/0/27-30,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),27-30,,Valor ajustado del eje menor de la Tierra esférica achatada,,,,,Operational,Original
grib2/3/0/31-34,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),31-34,,Ni - número de puntos a lo largo del paralelo,,,,,Operational,Original
grib2/3/0/35-38,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),35-38,,Nj - número de puntos a lo largo del meridiano,,,,,Operational,Original
grib2/3/0/39-42,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),39-42,,Ángulo de base del dominio de producción inicial,véase la nota 1,,,,Operational,Original
grib2/3/0/43-46,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),43-46,,"Subdivisiones del ángulo de base empleado para definir las longitudes y latitudes extremas, y los incrementos de dirección",véase la nota 1,,,,Operational,Original
grib2/3/0/47-50,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),47-50,,La1 - latitud del primer punto de la retícula,véase la nota 1,,,,Operational,Original
grib2/3/0/51-54,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),51-54,,Lo1 - longitud del primer punto de la retícula,véase la nota 1,,,,Operational,Original
grib2/3/0/55,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),55,,Banderines de resolución y de componentes,véase la Tabla de banderines 3.3,,,,Operational,Original
grib2/3/0/56-59,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),56-59,,La2 - latitud del último punto de la retícula,véase la nota 1,,,,Operational,Original
grib2/3/0/60-63,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),60-63,,Lo2 - longitud del último punto de la retícula,véase la nota 1,,,,Operational,Original
grib2/3/0/64-67,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),64-67,,Di - incremento de la dirección i,véanse las notas 1 y 5,,,,Operational,Original
grib2/3/0/68-71,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),68-71,,Dj - incremento de la dirección j,véanse las notas 1 y 5,,,,Operational,Original
grib2/3/0/72,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),72,,Modo de exploración,banderines - véase la Tabla de banderines 3.4,,,,Operational,Original
grib2/3/0/73-nn,Modelo de definición de la retícula 3.0 — Retícula latitud/longitud (cilíndrica equidistante o proyección Plate Carrée),73-nn,,Lista del número de puntos a lo largo de cada meridiano o paralelo.,Estos octetos están presentes únicamente para las retículas casi regulares que se describen en las notas 2 y 3,,,,Operational,Original
