ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/115/10,"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un punto en el tiempo.",10,1,Categoría del parámetro,((véase la Tabla de cifrado 4.1)),,4.1,,Operational,AI
grib2/4/115/11,"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",11,1,Número del parámetro,((véase la Tabla de cifrado 4.2)),,4.2,,Operational,AI
grib2/4/115/12,"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",12,1,Clasificación de la placa,((véase la Tabla de cifrado 4.242)),,4.242,,Operational,AI
grib2/4/115/13-14,"Pronóstico individual de conjunto, control y perturbado en mosaicos generalizados a nivel horizontal o en una capa horizontal en un punto en el tiempo.",13-14,2,Tipo de baldosa,(consulte la tabla de códigos 4.252),,4.252,,Operational,AI
grib2/4/115/15,"Pronóstico individual de conjunto, control y perturbado en mosaicos generalizados a nivel horizontal o en una capa horizontal en un punto en el tiempo.",15,1,Número de mosaicos espaciales utilizados,,,,,Operational,AI
grib2/4/115/16,"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",16,1,Número de combinaciones de atributos de mosaico utilizadas para el tipo de mosaico,,,,,Operational,AI
grib2/4/115/17,"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",17,1,Número de atributos de mosaico utilizados para la combinación de atributos de mosaico (NUTAFTAC),,,,,Operational,AI
grib2/4/115//1,"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",,,"Repita el siguiente octeto para cada atributo de la baldosa (n=1,NUTAFTAC)",,,,,Operational,AI
grib2/4/115/18+(n-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",18+(n-1),,Atributo de baldosa,(consulte la tabla de cifrado 4.241),,2.241,,Operational,AI
grib2/4/115//2,"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",,,Fin de repetición,,,,,Operational,AI
grib2/4/115/19+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",19+(NUTAFTAC-1),,Número total de combinaciones de atributos de baldosas,,,,,Operational,AI
grib2/4/115/20+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",20+(NUTAFTAC-1),,Índice de teselas,,,,,Operational,AI
grib2/4/115/(21+(NUTAFTAC-1))-(36+(NUTAFTAC-1)),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",(21+(NUTAFTAC-1))-(36+(NUTAFTAC-1)),,UUID de grupo de datos,,,,,Operational,AI
grib2/4/115/37+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",37+(NUTAFTAC-1),,Tipo de proceso de producción,,,,,Operational,AI
grib2/4/115/38+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",38+(NUTAFTAC-1),,Proceso en segundo plano,,,,,Operational,AI
grib2/4/115/39+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",39+(NUTAFTAC-1),,Generando identificador de proceso,,,,,Operational,AI
grib2/4/115/(40+(NUTAFTAC-1))-(41+(NUTAFTAC-1)),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",(40+(NUTAFTAC-1))-(41+(NUTAFTAC-1)),,Horas después del corte de datos,,,,,Operational,AI
grib2/4/115/42+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",42+(NUTAFTAC-1),,Minutos después del corte de datos,,,,,Operational,AI
grib2/4/115/43+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",43+(NUTAFTAC-1),,Indicador de la unidad del intervalo de tiempo,((véase la Tabla de cifrado 4.4)),,4.4,,Operational,AI
grib2/4/115/(44+(NUTAFTAC-1))-(47+(NUTAFTAC-1)),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",(44+(NUTAFTAC-1))-(47+(NUTAFTAC-1)),,Hora de la predicción (indicar como faltante si se trata de un análisis),,,,,Operational,AI
grib2/4/115/48+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",48+(NUTAFTAC-1),,Tipo de la primera superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI
grib2/4/115/49+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",49+(NUTAFTAC-1),,Factor de escala de la primera superficie especificada,,,,,Operational,AI
grib2/4/115/(50+(NUTAFTAC-1))-(53+(NUTAFTAC-1)),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",(50+(NUTAFTAC-1))-(53+(NUTAFTAC-1)),,Valor ajustado de la primera superficie especificada,,,,,Operational,AI
grib2/4/115/54+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",54+(NUTAFTAC-1),,Tipo de la segunda superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI
grib2/4/115/55+(NUTAFTAC-1),"Pronóstico individual del conjunto, control y perturbado en mosaicos generalizados a un nivel horizontal o en una capa horizontal en un momento dado.",55+(NUTAFTAC-1),,Factor de escala de la segunda superficie especificada,,,,,Operational,AI
