"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","10","","Categoría de parámetro","(véase la Tabla de cifrado 4.1)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","11","","Número del parámetro","(véase la Tabla de cifrado 4.2)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","12-13","","Tipo de aerosol","(véase la Tabla de cifrado común C-14)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","14","","Fuentes o sumideros","(véase la Tabla de cifrado 4.238)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","15","","Tipo de intervalo para el primero y segundo tamaños","(véase la Tabla de cifrado 4.91)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","16","","Factor de escala del primer tamaño","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","17-20","","Valor ajustado del primer tamaño en metros","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","21","","Factor de escala del segundo tamaño","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","22-25","","Valor ajustado del segundo tamaño en metros","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","26","","Tipo de intervalo para la primera y segunda longitudes de onda","(véase la Tabla de cifrado 4.91)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","27","","Factor de escala de la primera longitud de onda","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","28-31","","Valor ajustado de la primera longitud de onda en metros","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","32","","Factor de escala de la segunda longitud de onda","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","33-36","","Valor ajustado de la segunda longitud de onda en metros","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","37","","Tipo de proceso de producción","(véase la Tabla de cifrado 4.3)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","38","","Identificador del proceso de producción de base (definido por el centro de origen)","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","39","","Identificador del proceso de producción del análisis o de la predicción (definido por el centro de origen)","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","40-41","","Límite (horas) de recogida de datos de observación después de la hora de referencia","(véase la nota)","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","42","","Límite (minutos) de recogida de datos de observación después de la hora de referencia","","","","","Operational"
"Modelo de definición del producto 4.81 — Predicción por conjuntos individual, de control y perturbada, en una superficie o capa horizontal en un momento dado para las propiedades ópticas de los aerosoles con fuente o sumidero","43","","Indicador de la unidad del lapso de tiempo","(véase la Tabla de cifrado 4.4)","","","","Operational"
