Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,10,,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,11,,Número del parámetro,(véase la Tabla de cifrado 4.2),,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,12,,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,13,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,14,,Identificador del proceso de producción del análisis o de la predicción,,,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,15-16,,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota 2),,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,17,,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,18,,Indicador de la unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,19-22,,"Hora de la predicción, en unidades definidas mediante el octeto 18",,,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,23,,Número de bandas espectrales tomadas en consideración (NB),,,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,,,"24- Repítanse los 11 octetos siguientes para cada una de las bandas tomadas en consideración (nb = 1, NB)",,,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,(24+11(nb-1)) – (25+11(nb-1)),,Serie de los satélites de la banda nb (Tabla de cifrado establecida por el centro de origen/generación),,,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,(26+11(nb-1)) – (27+11(nb-1)),,Número de los satélites de la banda nb (Tabla de cifrado establecida por el centro de origen/generación),,,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,(28+11(nb-1)) – (29+11(nb-1)),,Tipos de instrumento de la banda nb (Tabla de cifrado establecida por el centro de origen/generación),,,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,(30+11(nb-1)),,Factor de escala del número de onda central de la banda nb,,,,,Operational
Análisis o predicción de datos satelitales (sintéticos) de simulación para una superficie o capa horizontal en un momento dado,(31+11(nb-1)) – (34+11(nb-1)),,Valor ajustado del número de onda central de la banda nb (unidades: m-1),,,,,Operational
