ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/58/10,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,Original
grib2/4/58/11,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,Original
grib2/4/58/12-13,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",12-13,2,Tipo de componente químico atmosférico,(véase la Tabla de cifrado 4.230),,4.230,,Operational,Original
grib2/4/58/14-15,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",14-15,2,Número de modos (N) de distribución,(véase la nota 1),,,,Operational,Original
grib2/4/58/16-17,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",16-17,2,Número del modo (1),,,,,Operational,Original
grib2/4/58/18-19,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",18-19,2,Tipo de función de distribución,(véase la Tabla de cifrado 4.240),,4.240,,Operational,Original
grib2/4/58/20,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",20,1,"Número de los siguientes parámetros de función (Np), definidos por el tipo indicado en los octetos 18 y 19 (tipo de función de distribución)",,,,,Operational,Original
grib2/4/58//1,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",,,"Repítanse los cinco octetos siguientes para cada uno de los parámetros de función (n = 1, Np), si Np > 0",,,,,Operational,Original
grib2/4/58/21+5(n-1),"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",21+5(n-1),,"Lista del factor de escala de un parámetro de la función de distribución fijo (p1-pNp), definido por el tipo de distribución indicada en los octetos 18 y 19",,,,,Operational,Original
grib2/4/58/(22+5(n-1))-(25+5(n-1)),"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",(22+5(n-1))-(25+5(n-1)),,"Lista del valor ajustado de un parámetro de la función de distribución fijo (p1-pNp), definido por el tipo de distribución indicada en los octetos 18 y 19",,,,,Operational,Original
grib2/4/58/21+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",21+5Np,,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Operational,Original
grib2/4/58/22+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",22+5Np,,Identificador de proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/58/23+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",23+5Np,,Identificador de proceso de producción de análisis o predicciones (definido por el centro de origen),,,,,Operational,Original
grib2/4/58/(24+5Np)-(25+5Np),"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",(24+5Np)-(25+5Np),,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota 2),,,,Operational,Original
grib2/4/58/26+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",26+5Np,,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/58/27+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",27+5Np,,Indicador de unidad de lapso de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Operational,Original
grib2/4/58/(28+5Np)-(31+5Np),"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",(28+5Np)-(31+5Np),,"Hora de predicción, en unidades definidas en el octeto anterior",,,,,Operational,Original
grib2/4/58/32+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",32+5Np,,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,Original
grib2/4/58/33+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",33+5Np,,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/58/(34+5Np)-(37+5Np),"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",(34+5Np)-(37+5Np),,Valor ajustado de la primera superficie especificada,,,,,Operational,Original
grib2/4/58/38+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",38+5Np,,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,Original
grib2/4/58/39+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",39+5Np,,Factor de escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/58/(40+5Np)-(43+5Np),"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",(40+5Np)-(43+5Np),,Valor ajustado de la segunda superficie especificada,,,,,Operational,Original
grib2/4/58/44+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",44+5Np,,Tipo de predicción por conjuntos,(véase la Tabla de cifrado 4.6),,4.6,,Operational,Original
grib2/4/58/45+5Np,"Modelo de definición del producto 4.58 — Predicción de conjunto individual, de control y perturbada, de componentes químicos atmosféricos basados en una función de distribución para una superficie o capa horizontal en un momento dado",45+5Np,,Número de la perturbación,,,,,Operational,Original
