ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/10/10,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Experimental,Original
grib2/4/10/11,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Experimental,Original
grib2/4/10/12,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,12,1,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Experimental,Original
grib2/4/10/13,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,13,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Experimental,Original
grib2/4/10/14,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,14,1,Identificador del proceso de producción de la predicción (definido por el centro de origen),,,,,Experimental,Original
grib2/4/10/15-16,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,15-16,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota 1),,,,Experimental,Original
grib2/4/10/17,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,17,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Experimental,Original
grib2/4/10/18,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,18,1,Indicador de unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Experimental,Original
grib2/4/10/19-22,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,19-22,4,Hora de la previsión expresada en la unidad precisada por el octeto precedente,(véase la nota 2),,,,Experimental,Original
grib2/4/10/23,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,23,1,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Experimental,Original
grib2/4/10/24,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,24,1,Factor de escala de la primera superficie especificada,,,,,Experimental,Original
grib2/4/10/25-28,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,25-28,4,Valor ajustado de la primera superficie especificada,,,,,Experimental,Original
grib2/4/10/29,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,29,1,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Experimental,Original
grib2/4/10/30,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,30,1,Factor de escala de la segunda superficie especificada,,,,,Experimental,Original
grib2/4/10/31-34,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,31-34,4,Valor ajustado de la segunda superficie especificada,,,,,Experimental,Original
grib2/4/10/35,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,35,1,Valor del percentil (100% a 0%),,,,,Experimental,Original
grib2/4/10/36-37,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,36-37,2,Año del final del intervalo de tiempo completo,,,,,Experimental,Original
grib2/4/10/38,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,38,1,Mes del final del intervalo de tiempo completo,,,,,Experimental,Original
grib2/4/10/39,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,39,1,Día del final del intervalo de tiempo completo,,,,,Experimental,Original
grib2/4/10/40,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,40,1,Hora del final del intervalo de tiempo completo,,,,,Experimental,Original
grib2/4/10/41,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,41,1,Minuto del final del intervalo de tiempo completo,,,,,Experimental,Original
grib2/4/10/42,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,42,1,Segundo del final del intervalo de tiempo completo,,,,,Experimental,Original
grib2/4/10/43,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,43,1,n - Número de las especificaciones que describen los intervalos de tiempo empleados para el cálculo estadístico del campo,,,,,Experimental,Original
grib2/4/10/44-47,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,44-47,4,Número total de los valores faltantes en el cálculo estadístico,,,,,Experimental,Original
grib2/4/10//1,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,,,48-59      Especificación del intervalo de tiempo más remoto (o intervalo de tiempo único) para el que se hacen cálculos estadísticos,,,,,Experimental,Original
grib2/4/10/48,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,48,1,Proceso estadístico empleado para calcular el campo procesado a partir del campo con cada incremento de tiempo durante el intervalo de tiempo,(véase la Tabla de cifrado 4.10),,4.10,,Experimental,Original
grib2/4/10/49,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,49,1,Tipo de incremento de tiempo entre los campos sucesivos empleado para el cálculo estadístico,(véase la Tabla de cifrado 4.11),,4.11,,Experimental,Original
grib2/4/10/50,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,50,1,Indicador de la unidad de tiempo empleada para el intervalo de tiempo para el cual se hace el cálculo estadístico,(véase la Tabla de cifrado 4.4),,4.4,,Experimental,Original
grib2/4/10/51-54,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,51-54,4,"Duración del intervalo de tiempo durante el cual se realiza el cálculo estadístico, en unidades definidas por el octeto precedente",,,,,Experimental,Original
grib2/4/10/55,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,55,1,Indicador de la unidad de tiempo empleada para el incremento de tiempo entre los campos sucesivos,(véase la Tabla de cifrado 4.4),,4.4,,Experimental,Original
grib2/4/10/56-59,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,56-59,4,"Incremento de tiempo entre los campos sucesivos, expresado en la unidad indicada por el octeto precedente",(véase la nota 3),,,,Experimental,Original
grib2/4/10//2,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,,,"60-nn    Estos octetos figurarán únicamente si n>1, donde nn=47+12 x n",,,,,Experimental,Original
grib2/4/10/60-71,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,60-71,12,"Mismo contenido que el de los octetos 48 a 59, para la etapa siguiente del cálculo",,,,,Experimental,Original
grib2/4/10/72-nn,Modelo de definición del producto 4.10 — Predicción en percentiles para una superficie o capa horizontal en un momento dado,72-nn,,"Especificaciones de los intervalos de tiempo suplementarios, incluidos en función del valor n. El contenido es el mismo que el de los octetos 48 a 59, repetidos en caso necesario",,,,,Experimental,Original
