"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","10","","Categoría del parámetro","(véase la Tabla de cifrado 4.1)","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","11","","Número del parámetro","(véase la Tabla de cifrado 4.2)","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","12","","Tipo del proceso de producción","(véase la Tabla de cifrado 4.3)","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","13","","Identificador del proceso de producción de base (definido por el centro de origen)","","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","14","","Identificador del proceso de producción del análisis o de la predicción (definido por el centro de origen)","","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","15-16","","Límite (horas) de recogida de datos de observación después de la hora de referencia","(véase la nota 1)","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","17","","Límite (minutos) de recogida de datos de observación después de la hora de referencia","","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","18","","Indicador de unidad del intervalo de tiempo","(véase la Tabla de cifrado 4.4)","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","19-22","","Hora de la predicción expresada en la unidad precisada por el octeto 18","","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","23-26","","Número total de valores faltantes en el cálculo estadístico","","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","27","","Proceso estadístico utilizado para calcular el campo procesado a partir del campo, en cada incremento de tiempo, durante el período temporal","(véase la Tabla de cifrado 4.10)","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","28","","Tipo de incremento de tiempo entre los campos sucesivos empleado para el cálculo esta- dístico","(véase la Tabla de cifrado 4.11)","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","29","","Indicador de la unidad de tiempo empleada para el intervalo de tiempo al que corresponde el cálculo estadístico","(véase la Tabla de cifrado 4.4)","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","30-33","","Duración del intervalo de tiempo al que corresponde el cálculo estadístico, expresada en la unidad indicada por el octeto precedente","","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","34","","Indicador de la unidad de tiempo empleada para el incremento de tiempo entre los campos sucesivos","(véase la Tabla de cifrado 4.4)","","","","Experimental"
"Modelo de definición del producto 4.1001 Corte transversal de un análisis o una predicción promediada o estadísticamente procesada de otro modo para una gama de horas","35-38","","Incremento de tiempo entre los campos sucesivos, expresado en unidad indicada por el octeto precedente","(véase la nota 2)","","","","Experimental"
