ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/1000/15,Retícula de sección transversal con puntos equidistantes en el eje horizontal,15,1,Forma de la Tierra,véase la Tabla de cifrado 3.2,,3.2,,Experimental,PDF
grib2/3/1000/16,Retícula de sección transversal con puntos equidistantes en el eje horizontal,16,1,Factor de escala del radio de la Tierra esférica,,,,,Experimental,PDF
grib2/3/1000/17-20,Retícula de sección transversal con puntos equidistantes en el eje horizontal,17-20,4,Valor ajustado del radio de la Tierra esférica,,,,,Experimental,PDF
grib2/3/1000/21,Retícula de sección transversal con puntos equidistantes en el eje horizontal,21,1,Factor de escala del eje mayor de la Tierra esferoidal achatada,,,,,Experimental,PDF
grib2/3/1000/22-25,Retícula de sección transversal con puntos equidistantes en el eje horizontal,22-25,4,Valor ajustado del eje mayor de la Tierra esferoidal achatada,,,,,Experimental,PDF
grib2/3/1000/26,Retícula de sección transversal con puntos equidistantes en el eje horizontal,26,1,Factor de escala del eje menor de la Tierra esferoidal achatada,,,,,Experimental,PDF
grib2/3/1000/27-30,Retícula de sección transversal con puntos equidistantes en el eje horizontal,27-30,4,Valor ajustado del eje menor de la Tierra esferoidal achatada,,,,,Experimental,PDF
grib2/3/1000/31-34,Retícula de sección transversal con puntos equidistantes en el eje horizontal,31-34,4,Número de puntos horizontales,,,,,Experimental,PDF
grib2/3/1000/35-38,Retícula de sección transversal con puntos equidistantes en el eje horizontal,35-38,4,Ángulo de base del campo de producción inicial,(véase la nota 1),9,,,Experimental,PDF
grib2/3/1000/39-42,Retícula de sección transversal con puntos equidistantes en el eje horizontal,39-42,4,"Subdivisiones del ángulo de base empleadas para indicar las longitudes y latitudes extremas,",(véase la nota 1),9,,,Experimental,PDF
grib2/3/1000/43-46,Retícula de sección transversal con puntos equidistantes en el eje horizontal,43-46,4,La1 - latitud del primer punto de la retícula,(véase la nota 1),9,,,Experimental,PDF
grib2/3/1000/47-50,Retícula de sección transversal con puntos equidistantes en el eje horizontal,47-50,4,Lo1 - longitud del primer punto de la retícula,(véase la nota 1),9,,,Experimental,PDF
grib2/3/1000/51,Retícula de sección transversal con puntos equidistantes en el eje horizontal,51,1,Modo de exploración,banderines - véase la Tabla de banderines 3.4,,,3.4,Experimental,PDF
grib2/3/1000/52-55,Retícula de sección transversal con puntos equidistantes en el eje horizontal,52-55,4,La2 - latitud del último punto de la retícula,(véase la nota 1),9,,,Experimental,PDF
grib2/3/1000/56-59,Retícula de sección transversal con puntos equidistantes en el eje horizontal,56-59,4,Lo2 - longitud del último punto de la retícula,(véase la nota 1),9,,,Experimental,PDF
grib2/3/1000/60,Retícula de sección transversal con puntos equidistantes en el eje horizontal,60,1,Tipo de línea horizontal,véase la Tabla de cifrado 3.20,,3.20,,Experimental,PDF
grib2/3/1000/61-62,Retícula de sección transversal con puntos equidistantes en el eje horizontal,61-62,2,Número de puntos verticales,,,,,Experimental,PDF
grib2/3/1000/63,Retícula de sección transversal con puntos equidistantes en el eje horizontal,63,1,Características físicas de la coordenada vertical,véase la Tabla de cifrado 3.15,,,,Experimental,PDF
grib2/3/1000/64,Retícula de sección transversal con puntos equidistantes en el eje horizontal,64,1,Definición de las coordenadas en la dimensión vertical,véase la Tabla de cifrado 3.21,,,,Experimental,PDF
grib2/3/1000/65-66,Retícula de sección transversal con puntos equidistantes en el eje horizontal,65-66,2,NC - Número de coeficientes o valores utilizados para especificar las coordenadas verticales,,,,,Experimental,PDF
grib2/3/1000/67-(66+NCx4),Retícula de sección transversal con puntos equidistantes en el eje horizontal,67-(66+NCx4),,"Coeficientes que definen en forma de funciones los valores de las coordenadas en la dimensión vertical, o los valores explícitos de las coordenadas (valor de coma flotante IEEE de 32 bits)",,,,,Experimental,PDF
