ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/76/10,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",10,,Categoría de parámetro,(véase la Tabla de cifrado 4.1),,,,Operational,Original
grib2/4/76/11,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",11,,Número del parámetro,(véase la Tabla de cifrado 4.2),,,,Operational,Original
grib2/4/76/12-13,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",12-13,,Tipo de componente químico atmosférico,(véase la Tabla de cifrado 4.230),,,,Operational,Original
grib2/4/76/14,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",14,,Fuentes o sumideros,(véase la Tabla de cifrado 4.238),,,,Operational,Original
grib2/4/76/15,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",15,,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,,,Operational,Original
grib2/4/76/16,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",16,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/76/17,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",17,,Identificador del proceso de producción del análisis o de la predicción (definido por el centro de origen),,,,,Operational,Original
grib2/4/76/18-19,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",18-19,,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota),,,,Operational,Original
grib2/4/76/20,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",20,,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/76/21,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",21,,Indicador de la unidad del lapso de tiempo,(véase la Tabla de cifrado 4.4),,,,Operational,Original
grib2/4/76/22-25,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",22-25,,Hora de la predicción expresada en la unidad definida por el octeto 20,,,,,Operational,Original
grib2/4/76/26,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",26,,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/76/27,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",27,,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/76/28-31,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",28-31,,Valor ajustado de la primera superficie especificada,,,,,Operational,Original
grib2/4/76/32,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",32,,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/76/33,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",33,,Factor de escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/76/34-37,"Modelo de definición del producto 4.76 – Análisis o previsión, en una superficie o capa horizontal en un momento dado, de componentes químicos atmosféricos con fuente o sumidero",34-37,,Valor ajustado de la segunda superficie especificada,,,,,Operational,Original
