ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/108/10,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,10,1,Categoría del parámetro,((véase la Tabla de cifrado 4.1)),4.1,,,Operational,AI Engine
grib2/4/108/11,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento determinado para productos ópticos genéricos,11,1,Número del parámetro,((véase la Tabla de cifrado 4.2)),4.2,,,Operational,AI Engine
grib2/4/108/12,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento específico para productos ópticos genéricos,12,1,Tipo de intervalo (para longitud de onda),((véase la Tabla de cifrado 4.91)),,4.91,,Operational,AI Engine
grib2/4/108/13,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,13,1,Factor de escala de la primera longitud de onda,,,,,Operational,AI Engine
grib2/4/108/14-17,Análisis o pronóstico a un nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,14-17,4,Valor escalado de la primera longitud de onda,,,,,Operational,AI Engine
grib2/4/108/18,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,18,1,Factor de escala de la segunda longitud de onda,,,,,Operational,AI Engine
grib2/4/108/19-22,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,19-22,4,Valor escalado de la segunda longitud de onda,,,,,Operational,AI Engine
grib2/4/108/23,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,23,1,Tipo de proceso de producción,((véase la Tabla de cifrado 4.3)),,4.3,,Operational,AI Engine
grib2/4/108/24,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,24,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,AI Engine
grib2/4/108/25,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,25,1,Identificador del proceso de producción de la previsión (definido por el centro de origen),,,,,Operational,AI Engine
grib2/4/108/26-27,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,26-27,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,,,,,Operational,AI Engine
grib2/4/108/28,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,28,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,AI Engine
grib2/4/108/29,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,29,1,Indicador de la unidad del intervalo de tiempo,((véase la Tabla de cifrado 4.4)),,4.4,,Operational,AI Engine
grib2/4/108/30-33,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,30-33,4,Tiempo de pronóstico en unidades definidas por el octeto 29,,,,,Operational,AI Engine
grib2/4/108/34,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,34,1,Tipo de la primera superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI Engine
grib2/4/108/35,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,35,1,Factor de escala de la primera superficie especificada,,,,,Operational,AI Engine
grib2/4/108/36-39,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,36-39,4,Valor ajustado de la primera superficie especificada,,,,,Operational,AI Engine
grib2/4/108/40,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,40,1,Tipo de la segunda superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI Engine
grib2/4/108/41,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,41,1,Factor de escala de la segunda superficie especificada,,,,,Operational,AI Engine
grib2/4/108/42-45,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento dado para productos ópticos genéricos,42-45,4,Valor ajustado de la segunda superficie especificada,,,,,Operational,AI Engine
