ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/100/15,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",15,1,n2 - exponente de 2 para el número de intervalos sobre los costados del triángulo principal,,,,,Operational,Original
grib2/3/100/16,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",16,1,n3 - exponente de 3 para el número de intervalos sobre los costados del triángulo principal,,,,,Operational,Original
grib2/3/100/17-18,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",17-18,2,ni - número de intervalos sobre los costados de los triángulos del icosaedro,,,,,Operational,Original
grib2/3/100/19,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",19,1,nd - número de rombos,,,,,Operational,Original
grib2/3/100/20-23,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",20-23,4,Latitud del punto del polo del icosaedro sobre la esfera,,,,,Operational,Original
grib2/3/100/24-27,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",24-27,4,Longitud del punto del polo del icosaedro sobre la esfera,,,,,Operational,Original
grib2/3/100/28-31,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",28-31,4,Longitud de la línea central del primer rombo del icosaedro sobre la esfera,,,,,Operational,Original
grib2/3/100/32,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",32,1,Posición de los puntos de retícula,véase la Tabla de cifrado 3.8,,3.8,,Operational,Original
grib2/3/100/33,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",33,1,Orden de la numeración de los rombos,banderines - véase la Tabla de banderines 3.9,,,3.9,Operational,Original
grib2/3/100/34,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",34,1,Modo de exploración de un rombo,banderines - véase la Tabla de banderines 3.10,,,3.10,Operational,Original
grib2/3/100/35-38,"Modelo de definición de la retícula 3.100 — Retícula triangular, basada en un icosaedro (véase la parte B, adjunto I de GRIB)",35-38,4,nt - número total de puntos de la retícula,,,,,Operational,Original
