ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/99/10,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento específico para espectros de ondas 2D con lista explícita de frecuencias y direcciones.,10,1,Categoría del parámetro,((véase la Tabla de cifrado 4.1)),,4.1,,Operational,AI
grib2/4/99/11,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,11,1,Número del parámetro,((véase la Tabla de cifrado 4.2)),,4.2,,Operational,AI
grib2/4/99/12-13,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un punto en el tiempo para espectros de ondas 2D con lista explícita de frecuencias y direcciones.,12-13,2,Número de dirección de onda,,,,,Operational,AI
grib2/4/99/14-15,Análisis o pronóstico a nivel horizontal o en una capa horizontal en un momento específico para espectros de ondas 2D con lista explícita de frecuencias y direcciones,14-15,2,Número de direcciones de onda (ND),,,,,Operational,AI
grib2/4/99/16-17,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros de onda 2D con lista explícita de frecuencias y direcciones,16-17,2,Número de frecuencia de onda,,,,,Operational,AI
grib2/4/99/18-19,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,18-19,2,Número de frecuencias de onda (NF),,,,,Operational,AI
grib2/4/99/20,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,20,1,Tipo de proceso de producción,((véase la Tabla de cifrado 4.3)),,4.3,,Operational,AI
grib2/4/99/21,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,21,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,AI
grib2/4/99/22,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,22,1,Identificador de proceso de producción de análisis o predicciones (definido por el centro de origen),,,,,Operational,AI
grib2/4/99/23-24,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,23-24,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,((véase la nota 1)),33,,,Operational,AI
grib2/4/99/25,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,25,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,AI
grib2/4/99/26,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,26,1,Indicador de la unidad del intervalo de tiempo,((véase la Tabla de cifrado 4.4)),,4.4,,Operational,AI
grib2/4/99/27-30,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,27-30,4,Hora de la previsión expresada en la unidad precisada por el octeto precedente,,,,,Operational,AI
grib2/4/99/31,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,31,1,Factor de escala de direcciones de onda,,,,,Operational,AI
grib2/4/99//1,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,,,La siguiente entrada de 4 octetos se repite ND veces. (ND se define en los octetos 14-15),,,,,Operational,AI
grib2/4/99/(32+(ND-1)*4)-(35+(ND-1)*4),Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,(32+(ND-1)*4)-(35+(ND-1)*4),,Valores escalados de las direcciones de las olas,,,,,Operational,AI
grib2/4/99/36+(ND-1)*4,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,36+(ND-1)*4,,Factor de escala de frecuencias de onda,((véase la nota 2)),162,,,Operational,AI
grib2/4/99//2,Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,,,La siguiente entrada de 4 octetos se repite NF veces. (NF se define en los octetos 18-19),,,,,Operational,AI
grib2/4/99/(37+(ND-1)*4+(NF-1)*4)-(40+(ND-1)*4+(NF-1)*4),Análisis o pronóstico en un nivel horizontal o en una capa horizontal en un momento específico para espectros 2D de ondas con lista explícita de frecuencias y direcciones,(37+(ND-1)*4+(NF-1)*4)-(40+(ND-1)*4+(NF-1)*4),,Valores escalados de frecuencias de onda,((véase la nota 3)),161,,,Operational,AI
