"Title_es","OctetNo","OctetCount","Contents_es","Note_es","noteIDs","codeTable","flagTable","Status"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","10",,"Categoría del parámetro","(véase la Tabla de cifrado 4.1)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","11",,"Número del parámetro","(véase la Tabla de cifrado 4.2)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","12",,"Tipo de proceso de producción","(véase la Tabla de cifrado 4.3)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","13-14",,"Tipo de aerosol","(véase la Tabla de cifrado 4.233)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","15",,"Tipo de intervalo para el primer y segundo tamaños","(véase Tabla de cifrado 4.91)",,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","16",,"Factor de escala del primer tamaño",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","17-20",,"Valor a escala del primer tamaño en metros",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","21",,"Factor de escala del segundo tamaño",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","22-25",,"Valor a escala del segundo tamaño en metros",,,,,"Operational"
"Modelo de definición del producto 4.47 – Predicción de conjunto individual, de control y perturbada, en una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo, para aerosoles","26",,"Identificador del proceso de producción de base (definido por el centro de origen)",,,,,"Operational"
