ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/48/10,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,Original
grib2/4/48/11,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,Original
grib2/4/48/12-13,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",12-13,2,Tipo de aerosol,(véase la Tabla de cifrado común C-14),,CCT-14,,Operational,Original
grib2/4/48/14,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",14,1,Tipo de intervalo para el primer y segundo tamaños,(véase la Tabla de cifrado 4.91),,4.91,,Operational,Original
grib2/4/48/15,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",15,1,Factor de escala del primer tamaño,,,,,Operational,Original
grib2/4/48/16-19,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",16-19,4,"Valor ajustado del primer tamaño, en metros",,,,,Operational,Original
grib2/4/48/20,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",20,1,Factor de escala del segundo tamaño,,,,,Operational,Original
grib2/4/48/21-24,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",21-24,4,"Valor ajustado del segundo tamaño, en metros",,,,,Operational,Original
grib2/4/48/25,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",25,1,Tipo de intervalo de las longitudes de onda primera y segunda,(véase la Tabla de cifrado 4.91),,4.91,,Operational,Original
grib2/4/48/26,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",26,1,Factor de escala de la primera longitud de onda,,,,,Operational,Original
grib2/4/48/27-30,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",27-30,4,"Valor ajustado de la primera longitud de onda, en metros",,,,,Operational,Original
grib2/4/48/31,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",31,1,Factor de escala de la segunda longitud de onda,,,,,Operational,Original
grib2/4/48/32-35,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",32-35,4,"Valor ajustado de la segunda longitud de onda, en metros",,,,,Operational,Original
grib2/4/48/36,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",36,1,Tipo de proceso generador,(véase la Tabla de cifrado 4.3),,4.3,,Operational,Original
grib2/4/48/37,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",37,1,Identificador de proceso generador de fondo (definido por el centro de origen),,,,,Operational,Original
grib2/4/48/38,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",38,1,Identificador de proceso generador de análisis o predicciones (definido por el centro de origen),,,,,Operational,Original
grib2/4/48/39-40,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",39-40,2,Límite (horas) de la recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/48/41,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",41,1,Límite (minutos) de la recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/48/42,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",42,1,Indicador de unidad de intervalo de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Operational,Original
grib2/4/48/43-46,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",43-46,4,"Hora de predicción, en unidades definidas en el octeto 42",,,,,Operational,Original
grib2/4/48/47,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",47,1,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,Original
grib2/4/48/48,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",48,1,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/48/49-52,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",49-52,4,Valor ajustado de la primera superficie especificada,,,,,Operational,Original
grib2/4/48/53,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",53,1,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,Original
grib2/4/48/54,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",54,1,Factor de escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/48/55-58,"Análisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",55-58,4,Valor ajustado de la segunda superficie especificada,,,,,Operational,Original
