ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/1100/10,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Experimental,Original
grib2/4/1100/11,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Experimental,Original
grib2/4/1100/12,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,12,1,Tipo del proceso de generación,(véase la Tabla de cifrado 4.3),,4.3,,Experimental,Original
grib2/4/1100/13,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,13,1,Identificador del proceso de generación de base (definido por el centro de origen),,,,,Experimental,Original
grib2/4/1100/14,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,14,1,Identificador del proceso de generación del análisis o de la predicción (definido por el centro de origen),,,,,Experimental,Original
grib2/4/1100/15-16,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,15-16,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota),,,,Experimental,Original
grib2/4/1100/17,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,17,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Experimental,Original
grib2/4/1100/18,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,18,1,Indicador de unidad de lapso de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Experimental,Original
grib2/4/1100/19-22,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,19-22,4,Hora de la predicción expresada en la unidad precisada por el octeto 18,,,,,Experimental,Original
grib2/4/1100/23,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,23,1,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Experimental,Original
grib2/4/1100/24,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,24,1,Factor de escala de la primera superficie especificada,,,,,Experimental,Original
grib2/4/1100/25-28,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,25-28,4,Valor ajustado de la primera superficie especificada,,,,,Experimental,Original
grib2/4/1100/29,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,29,1,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Experimental,Original
grib2/4/1100/30,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,30,1,Factor de escala de la segunda superficie especificada,,,,,Experimental,Original
grib2/4/1100/31-34,Modelo de definición del producto 4.1100 — Retícula tipo Hovmöller sin ninguna promediación ni proceso estadístico,31-34,4,Valor ajustado de la segunda superficie especificada,,,,,Experimental,Original
