ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/48/10,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",10,,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,,,Operational,Original
grib2/4/48/11,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",11,,Número del parámetro,(véase la Tabla de cifrado 4.2),,,,Operational,Original
grib2/4/48/12-13,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",12-13,,Tipo de aerosol,(véase la Tabla de cifrado común C-14),,,,Operational,Original
grib2/4/48/14,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",14,,Tipo de intervalo para el primer y segundo tamaños,(véase la Tabla de cifrado 4.91),,,,Operational,Original
grib2/4/48/15,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",15,,Factor de escala del primer tamaño,,,,,Operational,Original
grib2/4/48/16-19,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",16-19,,"Valor ajustado del primer tamaño, en metros",,,,,Operational,Original
grib2/4/48/20,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",20,,Factor de escala del segundo tamaño,,,,,Operational,Original
grib2/4/48/21-24,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",21-24,,"Valor ajustado del segundo tamaño, en metros",,,,,Operational,Original
grib2/4/48/25,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",25,,Tipo de intervalo de las longitudes de onda primera y segunda,(véase la Tabla de cifrado 4.91),,,,Operational,Original
grib2/4/48/26,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",26,,Factor de escala de la primera longitud de onda,,,,,Operational,Original
grib2/4/48/27-30,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",27-30,,"Valor ajustado de la primera longitud de onda, en metros",,,,,Operational,Original
grib2/4/48/31,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",31,,Factor de escala de la segunda longitud de onda,,,,,Operational,Original
grib2/4/48/32-35,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",32-35,,"Valor ajustado de la segunda longitud de onda, en metros",,,,,Operational,Original
grib2/4/48/36,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",36,,Tipo de proceso generador,(véase la Tabla de cifrado 4.3),,,,Operational,Original
grib2/4/48/37,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",37,,Identificador de proceso generador de fondo,(definido por el centro de origen),,,,Operational,Original
grib2/4/48/38,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",38,,Identificador de proceso generador de análisis o predicciones,(definido por el centro de origen),,,,Operational,Original
grib2/4/48/39-40,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",39-40,,Límite  de la recogida de datos de observación después de la hora de referencia,(horas),,,,Operational,Original
grib2/4/48/41,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",41,,Límite  de la recogida de datos de observación después de la hora de referencia,(minutos),,,,Operational,Original
grib2/4/48/42,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",42,,Indicador de unidad de intervalo de tiempo,(véase la Tabla de cifrado 4.4),,,,Operational,Original
grib2/4/48/43-46,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",43-46,,"Hora de predicción, en unidades definidas en el octeto 42",,,,,Operational,Original
grib2/4/48/47,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",47,,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/48/48,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",48,,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/48/49-52,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",49-52,,Valor ajustado de la primera superficie especificada,,,,,Operational,Original
grib2/4/48/53,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",53,,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
grib2/4/48/54,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",54,,Factor de escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/48/55-58,"DeprecatedAnálisis o predicción, en una superficie o capa horizontal en un momento dado, de las propiedades ópticas de un aerosol",55-58,,Valor ajustado de la segunda superficie especificada,,,,,Operational,Original
