ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/62/15,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,15,1,Tipo de representación espectral de datos,véase la Tabla de cifrado 3.6,,3.6,,Operational,Original
grib2/3/62/16-19,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,16-19,4,N parámetro de resolución mediante transformada bidimensional de Fourier,,,,,Operational,Original
grib2/3/62/20-23,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,20-23,4,M parámetro de resolución mediante transformada bidimensional de Fourier,,,,,Operational,Original
grib2/3/62/24,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,24,1,Tipo de truncamiento del dominio mediante transformada bidimensional de Fourier,véase la Tabla de cifrado 3.25,,3.25,,Operational,Original
grib2/3/62/25-32,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,25-32,8,Lx tamaño en metros del dominio a lo largo del eje x,,,,,Operational,Original
grib2/3/62/33-40,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,33-40,8,Lux tamaño en metros del subdominio de la predicción de modelo a lo largo del eje x,,,,,Operational,Original
grib2/3/62/41-48,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,41-48,8,Lcx anchura en metros del área de acoplamiento en el dominio de la predicción a lo largo del eje x,,,,,Operational,Original
grib2/3/62/49-56,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,49-56,8,Ly tamaño en metros del dominio a lo largo del eje y,,,,,Operational,Original
grib2/3/62/57-64,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,57-64,8,Luy tamaño en metros del subdominio de la predicción de modelo a lo largo del eje y,,,,,Operational,Original
grib2/3/62/65-72,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,65-72,8,Lcy anchura en metros del área de acoplamiento en el dominio de la predicción a lo largo del eje y,,,,,Operational,Original
grib2/3/62/73,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,73,1,Forma de la Tierra,véase la Tabla de cifrado 3.2,,3.2,,Operational,Original
grib2/3/62/74,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,74,1,Factor de escala del radio de la Tierra esférica,,,,,Operational,Original
grib2/3/62/75-78,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,75-78,4,Valor ajustado del radio de la Tierra esférica,,,,,Operational,Original
grib2/3/62/79,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,79,1,Factor de escala del eje mayor de la Tierra esferoidal achatada,,,,,Operational,Original
grib2/3/62/80-83,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,80-83,4,Valor ajustado del eje mayor de la Tierra esferoidal achatada,,,,,Operational,Original
grib2/3/62/84,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,84,1,Factor de escala del eje menor de la Tierra esferoidal achatada,,,,,Operational,Original
grib2/3/62/85-88,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,85-88,4,Valor ajustado del eje menor de la Tierra esferoidal achatada,,,,,Operational,Original
grib2/3/62/89-92,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,89-92,4,La1 latitud del primer punto de la retícula,,,,,Operational,Original
grib2/3/62/93-96,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,93-96,4,Lo1 longitud del primer punto de la retícula,,,,,Operational,Original
grib2/3/62/97,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,97,1,Banderines de resolución y de componentes,véase la Tabla de banderines 3.3,,,,Operational,Original
grib2/3/62/98-101,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,98-101,4,LaD latitud en la que Dx y Dy están especificados,,,,,Operational,Original
grib2/3/62/102-105,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,102-105,4,LoV orientación de la retícula,,,,,Operational,Original
grib2/3/62/106,Modelo de definición de la retícula 3.62 — Representación espectral mediante proyección estereográfica polar con definición de los subdominios de modelización,106,1,Centro de la proyección,véase la Tabla de banderines 3.5,,,,Operational,Original
