ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/72/10,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,PDF
grib2/4/72/11,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,PDF
grib2/4/72/12-13,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",12-13,2,Identificador del proceso de entrada,(véase la nota 1),,,,Operational,PDF
grib2/4/72/14-15,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",14-15,2,Centro de origen de entrada (véanse la Tabla de cifrado común C-11 y la nota 2),,,CCT-11,,Operational,PDF
grib2/4/72/16,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",16,1,Tipo de procesamiento posterior,(véase la nota 3),,,,Operational,PDF
grib2/4/72/17,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",17,1,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Operational,PDF
grib2/4/72/18,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",18,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,PDF
grib2/4/72/19,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",19,1,Identificador del proceso de producción del análisis o de la predicción (definido por el centro de origen),,,,,Operational,PDF
grib2/4/72/20-21,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",20-21,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota 4),,,,Operational,PDF
grib2/4/72/22,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",22,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,PDF
grib2/4/72/23,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",23,1,Indicador de la unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Operational,PDF
grib2/4/72/24-27,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",24-27,4,Hora de la predicción expresada en la unidad definida por el octeto 23,(véase la nota 5),,,,Operational,PDF
grib2/4/72/28,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",28,1,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,PDF
grib2/4/72/29,"Modelo de definición del producto 4.72 — Procesamiento posterior de los valores medios, acumulados o extremos o de otros valores obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un período de tiempo continuo o no",29,1,Factor de escala de la primera superficie especificada,,,,,Operational,PDF
