ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/61/10,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,Original
grib2/4/61/11,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,Original
grib2/4/61/12,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",12,1,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Operational,Original
grib2/4/61/13,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",13,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/61/14,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",14,1,Identificador del proceso de producción de la predicción (definido por el centro de origen),,,,,Operational,Original
grib2/4/61/15-16,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",15-16,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,(véase la nota 1),33,,,Operational,Original
grib2/4/61/17,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",17,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/61/18,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",18,1,Indicador de la unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,4.4,,Operational,Original
grib2/4/61/19-22,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",19-22,4,Hora de la predicción expresada en la unidad precisada por el octeto 18,(véase la nota 2),111,,,Operational,Original
grib2/4/61/23,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",23,1,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,Original
grib2/4/61/24,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",24,1,Factor de escala de la primera superficie especificada,,,,,Operational,Original
grib2/4/61/25-28,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",25-28,4,Valor ajustado de la primera superficie especificada,,,,,Operational,Original
grib2/4/61/29,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",29,1,Tipo de la segunda superficie especificada,(véase la Tabla de cifrado 4.5),,4.5,,Operational,Original
grib2/4/61/30,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",30,1,Factor de escala de la segunda superficie especificada,,,,,Operational,Original
grib2/4/61/31-34,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",31-34,4,Valor ajustado de la segunda superficie especificada,,,,,Operational,Original
grib2/4/61/35,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",35,1,Tipo de predicción por conjuntos,(véase la Tabla de cifrado 4.6),,4.6,,Operational,Original
grib2/4/61/36,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",36,1,Número de la perturbación,,,,,Operational,Original
grib2/4/61/37,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",37,1,Número de predicciones en el conjunto,,,,,Operational,Original
grib2/4/61/38-39,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",38-39,2,Año de la fecha de versión del modelo,(véase la nota 3),127,,,Operational,Original
grib2/4/61/40,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",40,1,Mes de la fecha de versión del modelo,,,,,Operational,Original
grib2/4/61/41,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",41,1,Día de la fecha de versión del modelo,,,,,Operational,Original
grib2/4/61/42,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",42,1,Hora de la fecha de versión del modelo,,,,,Operational,Original
grib2/4/61/43,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",43,1,Minuto de la fecha de versión del modelo,,,,,Operational,Original
grib2/4/61/44,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",44,1,Segundo de la fecha de versión del modelo,,,,,Operational,Original
grib2/4/61/45-46,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",45-46,2,Año del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/61/47,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",47,1,Mes del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/61/48,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",48,1,Día del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/61/49,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",49,1,Hora del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/61/50,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",50,1,Minuto del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/61/51,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",51,1,Segundo del final del intervalo de tiempo completo,,,,,Operational,Original
grib2/4/61/52,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",52,1,n - Número de las especificaciones que describen los intervalos de tiempo empleados para calcular el campo procesado estadísticamente,,,,,Operational,Original
grib2/4/61/53-56,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",53-56,4,Número total de valores de datos faltantes en el proceso estadístico,,,,,Operational,Original
grib2/4/61//1,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",,,57-68  Especificación del intervalo de tiempo más remoto (o intervalo de tiempo único) abarcado por el procesamiento estadístico,,,,,Operational,Original
grib2/4/61/57,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",57,1,Proceso estadístico empleado para calcular el campo procesado a partir del campo en cada incremento de tiempo durante el intervalo temporal,(véase la Tabla de cifrado 4.10),,4.10,,Operational,Original
grib2/4/61/58,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",58,1,Tipo de incremento de tiempo entre los campos sucesivos empleado en el cálculo estadístico,(véase la Tabla de cifrado 4.11),,4.11,,Operational,Original
grib2/4/61/59,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",59,1,Indicador de la unidad de tiempo empleada para el intervalo de tiempo para el cual se hace el cálculo estadístico,(véase la Tabla de cifrado 4.4),,4.4,,Operational,Original
grib2/4/61/60-63,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",60-63,4,"Duración del intervalo de tiempo durante el cual se realiza el cálculo estadístico, en unidades definidas por el octeto precedente",,,,,Operational,Original
grib2/4/61/64,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",64,1,Indicador de la unidad de tiempo empleada para el incremento de tiempo entre los campos sucesivos,(véase la Tabla de cifrado 4.4),,4.4,,Operational,Original
grib2/4/61/65-68,"Modelo de definición del producto 4.61 – Repredicción de conjunto individual, de control o perturbada, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",65-68,4,"Incremento de tiempo entre los campos sucesivos, expresado en la unidad indicada por el octeto precedente",(véanse las notas 4 y 5),"7,99",,,Operational,Original
