ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/46/10,"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",10,1,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,4.1,,Operational,Original
grib2/4/46/11,"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",11,1,Número del parámetro,(véase la Tabla de cifrado 4.2),,4.2,,Operational,Original
grib2/4/46/12-13,"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",12-13,2,Tipo de aerosol,(véase la Tabla de cifrado 4.233),,4.233,,Operational,Original
grib2/4/46/14,"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",14,1,Tipo de intervalo para el primer y segundo tamaños,(véase la Tabla de cifrado 4.91),,4.91,,Operational,Original
grib2/4/46/15,"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",15,1,Factor de escala del primer tamaño,,,,,Operational,Original
grib2/4/46/16-19,"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",16-19,4,Valor a escala del primer tamaño en metros,,,,,Operational,Original
grib2/4/46/20,"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",20,1,Factor de escala del segundo tamaño,,,,,Operational,Original
grib2/4/46/21-24,"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",21-24,4,Valor a escala del segundo tamaño en metros,,,,,Operational,Original
grib2/4/46/25,"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",25,1,Tipo de proceso de producción,(véase la Tabla de cifrado 4.3),,4.3,,Operational,Original
grib2/4/46/26,"Modelo de definición del producto 4.46 – Valores promedios, acumulados y/o extremos, u otros obtenidos por cálculo estadístico, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo respecto de aerosoles",26,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
