Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,15,,Forma de la Tierra,véase la Tabla de cifrado 3.2,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,16,,Factor de escala del radio de la Tierra esférica,,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,17-20,,Valor ajustado del radio de la Tierra esférica,,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,21,,Factor de escala del eje mayor de la Tierra esferoidal achatada,,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,22-25,,Valor ajustado del eje mayor de la Tierra esferoidal achatada,,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,26,,Factor de escala del eje menor de la Tierra esferoidal achatada,,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,27-30,,Valor ajustado del eje menor de la Tierra esferoidal achatada,,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,31-34,,Nx - número de puntos a lo largo del eje x,,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,35-38,,Ny - número de puntos a lo largo del eje y,,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,39-42,,La1 - latitud del punto de tangencia,centro de la retícula,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,43-46,,Lo1 - longitud del punto de tangencia,,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,47,,Banderines de resolución y de componentes,véase la Tabla de banderines 3.3,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,48-51,,"Dx - longitud de la retícula en la dirección x, expresada en 10-3 m, medida en el origen del eje",,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,52-55,,"Dy - longitud de la retícula en la dirección y, expresada en 10-3 m, medida en el origen del eje",,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,56,,Centro de la proyección,,,,,Operational
Modelo de definición de la retícula 3.110 — Proyección ecuatorial azimutal equidistante,57,,Modo de exploración,véase la Tabla de banderines 3.4,,,,Operational
