ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/143/10,"Campos aleatorios utilizados en un pronóstico por conjunto, en un nivel horizontal o en una capa horizontal en un momento dado.",10,1,Categoría del parámetro,((véase la Tabla de cifrado 4.1)),,4.1,,Operational,AI
grib2/4/143/11,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",11,1,Número del parámetro,((véase la Tabla de cifrado 4.2)),,4.2,,Operational,AI
grib2/4/143/12,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",12,1,Tipo de proceso de producción,((véase la Tabla de cifrado 4.3)),,4.3,,Operational,AI
grib2/4/143/13,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",13,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,AI
grib2/4/143/14,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",14,1,Identificador del proceso de producción de la previsión (definido por el centro de origen),,,,,Operational,AI
grib2/4/143/15-16,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",15-16,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,((véase la nota)),33,,,Operational,AI
grib2/4/143/17,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",17,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,AI
grib2/4/143/18,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",18,1,Indicador de la unidad del intervalo de tiempo,((véase la Tabla de cifrado 4.4)),,4.4,,Operational,AI
grib2/4/143/19-22,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",19-22,4,Hora de la predicción expresada en la unidad precisada por el octeto 18,,,,,Operational,AI
grib2/4/143/23-24,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",23-24,2,Número aleatorio de campo,,,,,Operational,AI
grib2/4/143/25-26,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",25-26,2,Número total de campos aleatorios,,,,,Operational,AI
grib2/4/143/27-28,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",27-28,2,Número de escala espaciotemporal,,,,,Operational,AI
grib2/4/143/29-30,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",29-30,2,Número total de escalas espaciotemporales,,,,,Operational,AI
grib2/4/143/31-34,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",31-34,4,Valor escalado de la escala espacial,,,,,Operational,AI
grib2/4/143/35,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",35,1,Factor de escala de escala espacial,,,,,Operational,AI
grib2/4/143/36-39,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",36-39,4,Valor escalado de la escala temporal,,,,,Operational,AI
grib2/4/143/40,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",40,1,Factor de escala de escala temporal,,,,,Operational,AI
grib2/4/143/41,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",41,1,Tipo de la primera superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI
grib2/4/143/42,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",42,1,Factor de escala de la primera superficie especificada,,,,,Operational,AI
grib2/4/143/43-46,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",43-46,4,Valor ajustado de la primera superficie especificada,,,,,Operational,AI
grib2/4/143/47,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",47,1,Tipo de la segunda superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI
grib2/4/143/48,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",48,1,Factor de escala de la segunda superficie especificada,,,,,Operational,AI
grib2/4/143/49-52,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",49-52,4,Valor ajustado de la segunda superficie especificada,,,,,Operational,AI
grib2/4/143/53,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",53,1,Tipo de predicción por conjuntos,((véase la Tabla de cifrado 4.6)),,4.6,,Operational,AI
grib2/4/143/54-57,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",54-57,4,Número de la perturbación,,,,,Operational,AI
grib2/4/143/58-61,"Campos aleatorios utilizados en un pronóstico de conjunto, a un nivel horizontal o en una capa horizontal en un momento dado.",58-61,4,Número de predicciones en el conjunto,,,,,Operational,AI
