ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/125/10,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",10,1,Categoría del parámetro,((véase la Tabla de cifrado 4.1)),,4.1,,Operational,AI
grib2/4/125/11,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",11,1,Número del parámetro,((véase la Tabla de cifrado 4.2)),,4.2,,Operational,AI
grib2/4/125/12-13,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",12-13,2,Tipo de componente químico atmosférico,((véase la Tabla de cifrado 4.230)),,4.230,,Operational,AI
grib2/4/125/14,"Pronóstico individual de conjunto, control y perturbado, en un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos",14,1,Fuentes o sumideros,((véase la Tabla de cifrado 4.238)),,4.238,,Operational,AI
grib2/4/125/15-16,"Pronóstico individual de conjunto, control y perturbado, en un nivel horizontal o en una capa horizontal en un momento específico para radionúclidos",15-16,2,Modelo de transporte utilizado,(Consulte la tabla de códigos 4.333),,4.333,,Operational,AI
grib2/4/125/17-18,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",17-18,2,Solicitado por entidad,(consulte la tabla de códigos comunes C-11),,c-11,,Operational,AI
grib2/4/125/19-20,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",19-20,2,Origen del escenario,(Consulte la tabla de cifrado 4.335),,4.335,,Operational,AI
grib2/4/125/21-22,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",21-22,2,NWP utilizado,(Consulte la tabla de cifrado 4.336),,4.336,,Operational,AI
grib2/4/125/23-24,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",23-24,2,Año de inicio de lanzamiento,,,,,Operational,AI
grib2/4/125/25,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",25,1,Mes de inicio de lanzamiento,,,,,Operational,AI
grib2/4/125/26,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",26,1,Día de inicio de lanzamiento,,,,,Operational,AI
grib2/4/125/27,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",27,1,Hora de inicio de la liberación,,,,,Operational,AI
grib2/4/125/28,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",28,1,Minuto de inicio de liberación,,,,,Operational,AI
grib2/4/125/29,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",29,1,Inicio de liberación segundo,,,,,Operational,AI
grib2/4/125/30-31,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",30-31,2,Tiempo inicial de ejecución del reloj de pared (año),,,,,Operational,AI
grib2/4/125/32,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",32,1,Tiempo inicial de ejecución del reloj de pared (mes),,,,,Operational,AI
grib2/4/125/33,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",33,1,Hora inicial de ejecución del reloj de pared (día),,,,,Operational,AI
grib2/4/125/34,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",34,1,Tiempo inicial de ejecución del reloj de pared (hora),,,,,Operational,AI
grib2/4/125/35,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",35,1,Tiempo inicial de ejecución del reloj de pared (minuto),,,,,Operational,AI
grib2/4/125/36,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",36,1,Tiempo inicial de ejecución del reloj de pared (segundo),,,,,Operational,AI
grib2/4/125/37,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",37,1,Tipo de proceso de producción,((véase la Tabla de cifrado 4.3)),,4.3,,Operational,AI
grib2/4/125/38,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",38,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,AI
grib2/4/125/39,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",39,1,Identificador del proceso de producción de la previsión (definido por el centro de origen),,,,,Operational,AI
grib2/4/125/40-41,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",40-41,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,((véase la nota)),33,,,Operational,AI
grib2/4/125/42,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",42,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,AI
grib2/4/125/43,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",43,1,Indicador de la unidad del intervalo de tiempo,((véase la Tabla de cifrado 4.4)),,4.4,,Operational,AI
grib2/4/125/44-47,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",44-47,4,Hora de la predicción expresada en la unidad definida por el octeto 42,,,,,Operational,AI
grib2/4/125/48,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",48,1,Tipo de la primera superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI
grib2/4/125/49,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",49,1,Factor de escala de la primera superficie especificada,,,,,Operational,AI
grib2/4/125/50-53,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",50-53,4,Valor ajustado de la primera superficie especificada,,,,,Operational,AI
grib2/4/125/54,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",54,1,Tipo de la segunda superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI
grib2/4/125/55,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",55,1,Factor de escala de la segunda superficie especificada,,,,,Operational,AI
grib2/4/125/56-59,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",56-59,4,Valor ajustado de la segunda superficie especificada,,,,,Operational,AI
grib2/4/125/60,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",60,1,Tipo de predicción por conjuntos,((véase la Tabla de cifrado 4.6)),,4.6,,Operational,AI
grib2/4/125/61,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",61,1,Número de la perturbación,,,,,Operational,AI
grib2/4/125/62,"Pronóstico individual del conjunto, controlado y perturbado, a un nivel horizontal o en una capa horizontal en un punto en el tiempo para radionúclidos.",62,1,Número de predicciones en el conjunto,,,,,Operational,AI
