ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/14/10,"Modelo de definición del producto 4.14 – Previsión derivada, sobre la base de un grupo de miembros del conjunto, aplicada a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",10,,Categoría del parámetro,(véase la Tabla de cifrado 4.1),,,,Operational,Original
grib2/4/14/11,"Modelo de definición del producto 4.14 – Previsión derivada, sobre la base de un grupo de miembros del conjunto, aplicada a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",11,,Número del parámetro,(véase la Tabla de cifrado 4.2),,,,Operational,Original
grib2/4/14/12,"Modelo de definición del producto 4.14 – Previsión derivada, sobre la base de un grupo de miembros del conjunto, aplicada a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",12,,Tipo del proceso de producción,(véase la Tabla de cifrado 4.3),,,,Operational,Original
grib2/4/14/13,"Modelo de definición del producto 4.14 – Previsión derivada, sobre la base de un grupo de miembros del conjunto, aplicada a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",13,,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,Original
grib2/4/14/14,"Modelo de definición del producto 4.14 – Previsión derivada, sobre la base de un grupo de miembros del conjunto, aplicada a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",14,,Identificador del proceso de producción de la previsión (definido por el centro de origen),,,,,Operational,Original
grib2/4/14/15-16,"Modelo de definición del producto 4.14 – Previsión derivada, sobre la base de un grupo de miembros del conjunto, aplicada a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",15-16,,Límite (horas) de la recogida de los datos de observación después de la hora de referencia,(véase la nota 1),,,,Operational,Original
grib2/4/14/17,"Modelo de definición del producto 4.14 – Previsión derivada, sobre la base de un grupo de miembros del conjunto, aplicada a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",17,,Límite (minutos) de la recogida de los datos de observación después de la hora de referencia,,,,,Operational,Original
grib2/4/14/18,"Modelo de definición del producto 4.14 – Previsión derivada, sobre la base de un grupo de miembros del conjunto, aplicada a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",18,,Indicador de unidad del intervalo de tiempo,(véase la Tabla de cifrado 4.4),,,,Operational,Original
grib2/4/14/19-22,"Modelo de definición del producto 4.14 – Previsión derivada, sobre la base de un grupo de miembros del conjunto, aplicada a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",19-22,,Hora de la previsión expresada en la unidad precisada por el octeto 18 8,(véase la nota 2),,,,Operational,Original
grib2/4/14/23,"Modelo de definición del producto 4.14 – Previsión derivada, sobre la base de un grupo de miembros del conjunto, aplicada a una zona circular, para una superficie o capa horizontal durante un intervalo de tiempo continuo o discontinuo",23,,Tipo de la primera superficie especificada,(véase la Tabla de cifrado 4.5),,,,Operational,Original
