ID,Title_es,OctetNo,OctetCount,Contents_es,Note_es,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/132/10,"Pronósticos cuantílicos de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",10,1,Categoría del parámetro,((véase la Tabla de cifrado 4.1)),,4.1,,Operational,AI
grib2/4/132/11,"Pronósticos cuantílicos de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",11,1,Número del parámetro,((véase la Tabla de cifrado 4.2)),,4.2,,Operational,AI
grib2/4/132/12,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",12,1,Tipo de proceso de producción,((véase la Tabla de cifrado 4.3)),,4.3,,Operational,AI
grib2/4/132/13,"Pronósticos cuantílicos de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",13,1,Identificador del proceso de producción de base (definido por el centro de origen),,,,,Operational,AI
grib2/4/132/14,"Pronósticos cuantílicos de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",14,1,Identificador del proceso de producción de la previsión (definido por el centro de origen),,,,,Operational,AI
grib2/4/132/15-16,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",15-16,2,Límite (horas) de recogida de datos de observación después de la hora de referencia,((véase la nota)),33,,,Operational,AI
grib2/4/132/17,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",17,1,Límite (minutos) de recogida de datos de observación después de la hora de referencia,,,,,Operational,AI
grib2/4/132/18,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",18,1,Indicador de la unidad del intervalo de tiempo,((véase la Tabla de cifrado 4.4)),,4.4,,Operational,AI
grib2/4/132/19-22,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",19-22,4,Hora de la predicción expresada en la unidad precisada por el octeto 18,,,,,Operational,AI
grib2/4/132/23,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",23,1,Tipo de la primera superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI
grib2/4/132/24,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",24,1,Factor de escala de la primera superficie especificada,,,,,Operational,AI
grib2/4/132/25-28,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",25-28,4,Valor ajustado de la primera superficie especificada,,,,,Operational,AI
grib2/4/132/29,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",29,1,Tipo de la segunda superficie especificada,((véase la Tabla de cifrado 4.5)),,4.5,,Operational,AI
grib2/4/132/30,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",30,1,Factor de escala de la segunda superficie especificada,,,,,Operational,AI
grib2/4/132/31-34,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",31-34,4,Valor ajustado de la segunda superficie especificada,,,,,Operational,AI
grib2/4/132/35-36,"Pronósticos de cuantiles de anomalías, significancia y otros productos derivados en relación con un período de referencia a un nivel horizontal o en una capa horizontal en un momento dado.",35-36,2,Número total de cuantiles q,,,,,Operational,AI
